,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,compression_ratio,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,top_speed,acceleration,tyre_type,no_door_numbers,cargo_volumn,alloy_wheel_size,ground_clearance_unladen,city
835,0,Petrol,Sedan,"60,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Ameo,2016,1883,1.2 MPI Comfortline,₹ 5.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",835,2016,Third Party insurance,Petrol,5 Seats,"60,000 Kms",,Second Owner,1198 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Centeral Locking, Cd Player",Others,MPI Petrol Engine,1198,73.75bhp@5400rpm,110Nm@3750rpm,3.0,4.0,DOHC,MPFI,76.5 X 86.9 mm,10.5:1,No,No,3995mm,1682mm,1483mm,2470mm,1460mm,1456mm,1059kg,,5 Speed,FWD,5,Power,,Disc,Drum,,,"Tubeless,Radial",4,330 Ltrs,,,bangalore
836,0,Petrol,Hatchback,"40,000",Manual,2,2nd Owner,Tata,Tata Tiago,2018,2983,1.2 Revotron XZ,₹ 4.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",836,2018,Third Party insurance,Petrol,5 Seats,"40,000 Kms",KA04,Second Owner,1199 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,Revotron Engine,1199,84bhp@6000rpm,114Nm@3500rpm,3.0,4.0,DOHC,MPFi,77 X 85.8 mm,10.8:1,No,No,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,1012kg,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,150 kmph,14.3 Seconds,Tubeless,5,242-litres,14,,bangalore
837,0,Diesel,SUV,"50,000",Manual,1,1st Owner,Renault,Renault Duster,2016,5076,110PS Diesel RxL Explore,₹ 6 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",837,2016,Third Party insurance,Diesel,5 Seats,"50,000 Kms",KA01,First Owner,1461 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Black,dCi THP Diesel Engine,1461,108.45bhp@4000rpm,245Nm@1750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4315mm,1822mm,1695mm,2673mm,1560mm,1567mm,1260,1795kg,6 Speed,FWD,5,Power,5.2 metres,Ventilated Disc,Drum,168 Kmph,12.5 Seconds,Tubeless,5,475-litres,,,bangalore
838,0,Diesel,SUV,"1,00,000",Automatic,2,2nd Owner,Audi,Audi Q3,2016,90,35 TDI Quattro Premium Plus,₹ 18.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",838,2016,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",,Second Owner,1968 cc,Automatic,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Cd Player",Others,TDI Quattro Diesel Engine,1968,181bhp@3500-4000rpm,380Nm@1750-3000rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4388mm,1831mm,1608mm,2603mm,1571mm,1575mm,1630Kg,2225Kg,7-Speed S-Tronic,AWD,5,Power,5.9 metres,Disc,Disc,219 kmph,7.9 Seconds,"Tubeless,Radial",5,460-litres,18,,bangalore
839,0,Electric,Hatchback,"20,000",Automatic,2,2nd Owner,Mahindra,Mahindra e2o Plus,2017,5478,P8,₹ 4.60 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",839,2017,Third Party insurance,Electric,4 Seats,"20,000 Kms",KA05,Second Owner,72 cc,Automatic,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks, Radio",Blue,210AH Lithium Ion,72,40bhp@3500 rpm,91Nm@2500 rpm,23.0,69.0,23 Modules 69 Cells,3 Phase AC Induction Motors,,,No,No,3590mm,1575mm,1585mm,2258mm,,,990kg,1310kg,Direct Drive,,4,Electric,4.35mm,Disc,Drum,80 kmph,14.1 Sec,"Tubeless, Radial",5,135 Ltrs,,,bangalore
840,0,Petrol,Sedan,"1,10,000",Manual,2,2nd Owner,Opel,OpelCorsa,2003,4802,1.6 GSi,"₹ 75,000 ",,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",840,2003,Third Party insurance,Petrol,5 Seats,"1,10,000 Kms",,Second Owner,1589 cc,Manual,2003,"Power Steering, Power Windows Front, Air Conditioner, Digital Odometer, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cassette Player",Silver,In-Line Engine,1589,93 PS @ 5600 rpm,126 Nm @ 3200 rpm,4.0,,,,,,,,4056mm,1608mm,1420mm,2443mm,1387mm,1388mm,1040kg,,5 Speed,,5,Power,5.1 meter,Ventilated Discs,Drums,170 Km/Hour,12.4 seconds,"Tubeless,Radial",4,,13,,bangalore
841,0,Petrol,Hatchback,"63,359",Manual,2,2nd Owner,Maruti,Maruti Baleno,2017,3969,1.2 Zeta,₹ 6.49 Lakh,₹ 6.94 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",841,Aug 2017,Third Party,Petrol,5 Seats,"63,359 Kms",KA01,Second Owner,1197 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,880kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,16,,bangalore
842,0,Diesel,Hatchback,"1,25,227",Manual,2,2nd Owner,Hyundai,Hyundai i20,2017,1488,Asta Option 1.4 CRDi,₹ 6.57 Lakh,₹ 7.11 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",842,Sept 2017,Zero Dep,Diesel,5 Seats,"1,25,227 Kms",KA03,Second Owner,1396 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Red,U2 CRDI Diesel Engine,1396,88.73bhp@4000rpm,219.7Nm@1500-2750rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1515kg,,6 Speed,FWD,5,Power,5.2 metres,Disc,Drum,180 Kmph,11.9 Seconds,Tubeless,5,295-litres,16,,bangalore
843,0,Diesel,Hatchback,"1,00,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2012,1953,Diesel Comfortline 1.2L,₹ 4.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",843,2012,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",KA01,Second Owner,1199 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,In-Line Diesel Engine,1199,73.9bhp@4200rpm,180Nm@2000rpm,3.0,4.0,,CRDI,,,No,No,3970mm,1682mm,1453mm,2456mm,,,1125kg,,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,164.1km/hr,14.4 Seconds,"Tubeless,Radial",5,,15,,bangalore
844,0,Diesel,Hatchback,"71,884",Manual,2,2nd Owner,Maruti,Maruti Swift,2015,4165,ZDI BSIV,₹ 6.29 Lakh,₹ 6.73 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",844,Aug 2015,Third Party insurance,Diesel,5 Seats,"71,884 Kms",KA03,Second Owner,1248 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Silver,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,3840mm,1735mm,1530mm,2450mm,1475mm,1485mm,985Kg,1405kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,155 kmph,14.8 Seconds,Tubeless Tyres,5,204-liters,15,,bangalore
845,0,Petrol,Hatchback,"79,059",Manual,2,2nd Owner,Honda,Honda Brio,2012,1203,S MT,₹ 3.22 Lakh,₹ 3.45 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",845,Jun 2012,Third Party insurance,Petrol,5 Seats,"79,059 Kms",KA51,Second Owner,1198 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Brown,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3610mm,1680mm,1500mm,2345mm,1480mm,1465mm,925kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,,,"Tubeless,Radial",5,175-litres,,,bangalore
846,0,Petrol,Hatchback,"80,000",Manual,2,2nd Owner,Maruti,Maruti Baleno,2016,3962,1.2 Delta,₹ 6.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",846,2016,Third Party insurance,Petrol,5 Seats,"80,000 Kms",KA04,Second Owner,1197 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Others,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,870kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,,,bangalore
847,0,Petrol,Hatchback,"69,124",Manual,1,1st Owner,Maruti,Maruti Swift,2013,10403,VXI,₹ 4.35 Lakh,₹ 4.83 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",847,Jan 2014,Third Party,Petrol,5 Seats,"69,124 Kms",KA25,First Owner,1197 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Silver,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,,,"Radial, Tubeless",5,268,,,bangalore
848,0,Diesel,MUV,"1,20,000",Manual,4,4th Owner,Toyota,Toyota Innova,2012,2386,2.5 VX (Diesel) 8 Seater BS IV,₹ 9.60 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",848,2012,Third Party insurance,Diesel,8 Seats,"1,20,000 Kms",,Fourth Owner,2494 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Power Door Locks, Cd Player",Others,In-Line Engine,2494,100bhp@3600rpm,200Nm@1400-3400rpm,4.0,4.0,DOHC,Common Rail,,,Yes,No,4585mm,1760mm,1760mm,2750mm,1510mm,1510mm,1680kg,2300kg,5 Speed,FWD,8,Power,5.4 metres,Ventilated Disc,Leading-Trailing Drum,,,"Tubeless,Radial",5,,15,,bangalore
849,0,Petrol,Hatchback,"73,340",Manual,1,1st Owner,Maruti,Maruti Ritz,2010,4141,VXi,₹ 3.17 Lakh,₹ 3.24 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",849,Dec 2010,Comprehensive,Petrol,5 Seats,"73,340 Kms",KA05,First Owner,1197 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks",Blue,K Series Petrol Engine,1197,85.80bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3775mm,1680mm,1620mm,2360mm,1470mm,1480mm,1015kg,1430kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,156 Kmph,15 Seconds,"Tubeless,Radial",5,236-liters,,,bangalore
850,0,Petrol,Hatchback,"44,268",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2017,5607,1.2 Kappa Asta,₹ 5.74 Lakh,₹ 6.20 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",850,Jan 2018,Comprehensive,Petrol,5 Seats,"44,268 Kms",KA04,Second Owner,1197 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1060,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,165 Kmph,12.9 Seconds,Tubeless,5,256,14,,bangalore
851,0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Citroen,Citroen C3,2022,9139,Puretech 82 Feel BSVI,₹ 7.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",851,2022,Third Party insurance,Petrol,5 Seats,"10,000 Kms",KA51,First Owner,1198 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Gray,1.2L PureTech,1198,80.46bhp@5750rpm,115Nm@3750rpm,3.0,4.0,,,,,No,,3981mm,1733mm,1586mm,2540mm,,,982kg,1382kg,5 Speed,,5,Electric,4.98,Disc,Drum,,,"Tubeless,Radial",5,315,,,bangalore
852,0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Honda,Honda Jazz,2018,1341,1.2 VX i VTEC,₹ 8 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",852,2018,Third Party insurance,Petrol,5 Seats,"60,000 Kms",KA01,First Owner,1199 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3955mm,1694mm,1544mm,2530mm,,,1042kg,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,172 Kmph,13.7 Seconds,"Tubeless,Radial",5,354-litres,15,,bangalore
853,0,Petrol,Sedan,"30,000",Manual,1,1st Owner,Honda,Honda City,2020,6909,V MT,₹ 9.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",853,2020,Third Party insurance,Petrol,5 Seats,"30,000 Kms",KL58,First Owner,1498 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Others,Water Cooled Inline i-VTEC DOHC with VTC,1498,119.35bhp@6600rpm,145Nm@4300rpm,4.0,4.0,DOHC,,,,,,4549mm,1748mm,1489mm,2600mm,1496mm,1484mm,1107-1153kg,1482-1528kg,6 Speed,,5,Electric,5.3,Ventilated Disc,Drum,,,"Tubeless, Radial",4,506,15,,bangalore
854,0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2017,4007,ZXi Plus,₹ 7.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",854,2017,Third Party insurance,Petrol,5 Seats,"50,000 Kms",KA02,First Owner,1373 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,k14B VVT Engine,1373,91.1bhp@6000rpm,130Nm@4000rpm,4.0,4.0,DOHC,MPFI,73 x 82mm,10.1:1,No,No,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1030kg,1490kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,190 kmph,14 Seconds,"Tubeless, Radial",4,510-litres,16,,bangalore
855,0,Petrol,Hatchback,"80,000",Manual,2,2nd Owner,Tata,Tata Nano,2011,2796,Lx,"₹ 70,000 ",,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",855,2011,Third Party insurance,Petrol,4 Seats,"80,000 Kms",KA03,Second Owner,624 cc,Manual,2011,"Power Windows Front, Power Windows Rear, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Centeral Locking, Cd Player",Other,Motronic engine managemen,624,35 bhp@5500 rpm,4.8 kgm@3000 rpm,2.0,2.0,,MPFI,73.5 mm x 73.5 mm,73.5 mm x 73.5 mm,No,No,3099 mm,1495 mm,1620 mm,2230 mm,1325 mm,1315 mm,600kg,,4 Speed,RWD,4,Power,4 m,Disc,Drum,105 kmph,12.5 Seconds,"Tubeless,Radial",4,,12,,bangalore
856,0,Diesel,SUV,"70,000",Manual,2,2nd Owner,Renault,Renault Duster,2014,5068,110PS Diesel RxL,₹ 5 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",856,2014,Third Party insurance,Diesel,5 Seats,"70,000 Kms",MP20,Second Owner,1461 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,dCi Diesel Engine,1461,108.45bhp@3900rpm,248Nm@2250rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4315mm,1822mm,1695mm,2673mm,1560mm,1567mm,1220,1781kg,6 Speed,FWD,5,Power,5.2 metres,Ventilated Disc,Drum,,,"Tubeless,Radial",5,475-litres,16,,bangalore
857,0,Diesel,Sedan,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2009,4227,VDi,₹ 3.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",857,2009,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",KA03,Second Owner,1248 cc,Manual,2009,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",Others,In-Line Engine,1248,73.9bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 x 82 mm,17.6:1,Yes,No,4160mm,1690mm,1530mm,2390mm,1470mm,1480mm,1105kg,,5 Speed,2 WD,5,Power,4.7m,Ventilated Disc,Drum,,,"Tubeless,Radial",4,464 litres,14,,bangalore
858,0,Diesel,MUV,"1,20,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2012,2384,2.5 GX (Diesel) 7 Seater BS IV,₹ 11.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",858,2012,Third Party insurance,Diesel,7 Seats,"1,20,000 Kms",KA03,Second Owner,2494 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Power Adjustable Exterior Rear View Mirror, Rear Window Wiper, Anti Lock Braking System, Centeral Locking, Cd Player",Others,In-Line Engine,2494,100bhp@3600rpm,200Nm@1400-3400rpm,4.0,4.0,DOHC,Common Rail,,,Yes,No,4585mm,1760mm,1760mm,2750mm,1510mm,1510mm,1675kg,2300kg,5 Speed,FWD,7,Power,5.4 metres,Ventilated Disc,Leading-Trailing Drum,,,"Tubeless,Radial",5,,15,,bangalore
859,0,Petrol,Sedan,"20,000",Automatic,2,2nd Owner,Honda,Honda Amaze,2020,7445,VX CVT Petrol,₹ 8.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",859,2020,Third Party insurance,Petrol,5 Seats,"20,000 Kms",,Second Owner,1199 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,i-VTEC Petrol Engine,1199,88.76bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,MPFi,,,No,No,3995mm,1695mm,1501mm,2470mm,,,945kg,,CVT,FWD,5,Electric,4.7 metres,Disc,Drum,,15 Seconds,"Tubeless,Radial",4,420,R15,,bangalore
860,0,Diesel,SUV,"37,354",Automatic,1,1st Owner,Kia,Kia Seltos,2020,7116,HTK Plus AT D,₹ 14.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",860,Jun 2020,Third Party,Diesel,5 Seats,"37,354 Kms",KA01,First Owner,1493 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Orange,1.5L CRDi VGT,1493,113.42bhp@4000rpm,250nm@1500-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4315mm,1800mm,1645mm,2610mm,,,1495,,6-Speed,2WD,5,Electric,,Disc,Disc,,11.8,"Tubeless,Radial",5,433,R16,190mm,bangalore
861,0,Diesel,SUV,"80,426",Manual,2,2nd Owner,Mahindra,Mahindra XUV500,2014,3822,W6 2WD,₹ 8.34 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",861,Nov 2014,Comprehensive,Diesel,7 Seats,"80,426 Kms",KA51,Second Owner,2179 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection ,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1900,2450kg,6 Speed ,FWD,7,Power,5.6 metres,Disc & Caliper Type,Disc & Caliper Type,175 kmph,12.5 Seconds,"Tubeless,Radial ",5,,,,bangalore
862,0,Petrol,Sedan,"89,801",Manual,1,1st Owner,Maruti,Maruti Ciaz,2016,4006,ZXi,₹ 6.74 Lakh,₹ 7.04 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",862,Sept 2016,Comprehensive,Petrol,5 Seats,"89,801 Kms",KA05,First Owner,1373 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,k14B VVT Engine,1373,91.1bhp@6000rpm,130Nm@4000rpm,4.0,4.0,DOHC,MPFI,73 X 82mm,10.1:1,No,No,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1030kg,1490kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,190 kmph,14 Seconds,"Tubeless, Radial",4,510-litres,15,,bangalore
863,0,Petrol,Sedan,"1,20,000",Manual,4,4th Owner,Opel,OpelCorsa,2004,4797,1.4Gsi,"₹ 65,000 ",,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",863,2004,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",KA03,Fourth Owner,1389 cc,Manual,2004,"Power Steering, Power Windows Front, Air Conditioner, Digital Odometer, Adjustable Head Lights, Rear Window Wiper, Child Safety Locks, Radio, Speakers Rear",Black,In-Line Engine,1389,88 PS @ 6600 rpm,110 Nm @ 3200 rpm,4.0,,,,,,,,4056mm,1608mm,1420mm,2443mm,1387mm,1388mm,1060kg,,5 Speed,,5,Power,4.9 meter,Ventilated Discs,Drums,167 Km/Hour,13.2 seconds,"Tubeless,Radial",4,,13,,bangalore
