,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,compression_ratio,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,cargo_volumn,top_speed,acceleration,ground_clearance_unladen,city
1181,0,Petrol,SUV,"10,000",Manual,1,1st Owner,Kia,Kia Sonet,2022,8000,HTK Plus BSVI,₹ 10.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1181,2022,Third Party insurance,Petrol,5 Seats,"10,000 Kms",TS04,First Owner,1197 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,SMARTSTREAM G1.2,1197,81.86bhp@6000rpm,115Nm@4200rpm,4.0,4.0,,MPI,,,No,,3995mm,1790,1642,2500,,,1192,,5-Speed,FWD,5,Electric,,Disc,Drum,"Tubeless, Radial",,5,392,,,,hyderabad
1182,0,Petrol,Hatchback,"1,31,561",Manual,5,5th Owner,Hyundai,Hyundai Santro Xing,2004,1721,XG,"₹ 96,000 ",,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1182,Apr 2004,Not Available,Petrol,5 Seats,"1,31,561 Kms",AP09,Fifth Owner,1086 cc,Manual,2004,"Power Steering, Power Windows Front, Rear Folding Table, Driving Experience Control Eco",Silver,,1086,,,4.0,4.0,undefined,,,,,,,,,,,,,,,,5,Power,,,,"Tubeless,Radial",13,5,,,,,hyderabad
1183,0,Petrol,Sedan,"38,370",Manual,1,1st Owner,Hyundai,Hyundai Aura,2021,7327,S,₹ 6 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1183,Jul 2021,Not Available,Petrol,5 Seats,"38,370 Kms",TS08,First Owner,1197 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Fiery Red,1.2 l Kappa dual petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,,,,No,,3995mm,1680,1520,2450,,,1050,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless,Radial",,4,,,,,hyderabad
1184,0,Petrol,SUV,"60,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2020,7568,VXI,₹ 8.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1184,2020,Third Party insurance,Petrol,5 Seats,"60,000 Kms",,First Owner,1462 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Others,K15B Petrol Engine,1462,103.26bhp@6000rpm,138nm@4400rpm,4.0,4.0,DOHC,,,,,,3995mm,1790mm,1640mm,2500mm,,,1110-1130,1600kg,5 Speed,FWD,5,Electronic,5.2 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,328,,,,hyderabad
1185,0,Petrol,MUV,"30,000",Manual,1,1st Owner,Renault,Renault Triber,2020,7421,RXZ BSVI,₹ 6.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1185,2020,Third Party insurance,Petrol,7 Seats,"30,000 Kms",TS26,First Owner,999 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,,999,71.01bhp@6250rpm,96Nm@3500rpm,3.0,4.0,,MPFi,,,,,3991mm,1739,1643,,1527,1525,947,,5 Speed,,7,Electric,,Disc,Drum,"Tubeless, Radial",,5,84,,,,hyderabad
1186,0,Diesel,Sedan,"1,20,000",Manual,2,2nd Owner,Hyundai,Hyundai Accent,2003,1423,CRDi,"₹ 80,000 ",,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1186,2003,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",AP09,Second Owner,1493 cc,Manual,2003,,Others,In-Line Engine,1493,82  PS @ 4000  rpm,187  Nm @ 2500  rpm,4.0,4.0,,MPFI,83 x 92 mm,17.7:1,No,No,4250mm,1670mm,1370mm,2440mm,1435mm,1425mm,1090kg,1525kg,5 Speed,,5,Power,5 m,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,170 kmph,14.1 seconds,,hyderabad
1187,0,Petrol,SUV,"50,000",Manual,1,1st Owner,Mahindra,Mahindra XUV300,2020,7240,W6 BSVI,₹ 8.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1187,2020,Third Party insurance,Petrol,5 Seats,"50,000 Kms",,First Owner,1197 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",White,1.2L Turbo Petrol,1197,108.6bhp@5000rpm,200Nm@2000-3500rpm,3.0,4.0,DOHC,MPFI,,,Yes,,3995 mm,1821 mm,1627 mm,2600 mm,,,1295,,6 Speed,FWD,5,Power,5.3 m,Disc,Disc,"Tubeless,Radial",,5,259 Litres,,,,hyderabad
1188,0,Diesel,Sedan,"70,000",Automatic,1,1st Owner,BMW,BMW 3 Series,2012,241,320d Prestige,₹ 9 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1188,2012,Third Party insurance,Diesel,5 Seats,"70,000 Kms",,First Owner,1995 cc,Automatic,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,Diesel Engine,1995,184bhp@4000rpm,380Nm@1750-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4624mm,2031mm,1429mm,2810mm,1543mm,1583mm,1500,,8 Speed,RWD,5,Power,5.5 metres,Disc,Disc,"Tubeless,Radial",16,4,480-litres,235 Kmph,7.4 Seconds,,hyderabad
1189,0,Petrol,Hatchback,"90,566",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2010,1711,GLS,₹ 1.95 Lakh,₹ 2.01 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1189,Dec 2010,Third Party insurance,Petrol,5 Seats,"90,566 Kms",AP23,Second Owner,1086 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Silver,Petrol Engine ,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,SOHC,MPFI,,,No,No,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,825,,5 Speed,FWD,5,Power,4.4 meters,Ventilated Disc,Drum,"Tubeless,Radial",13,5,,,,,hyderabad
1190,0,Diesel,Sedan,"67,370",Automatic,2,2nd Owner,Hyundai,Hyundai Verna,2019,5962,CRDi 1.6 AT SX Plus,₹ 10.33 Lakh,₹ 10.76 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1190,Aug 2019,Third Party insurance,Diesel,5 Seats,"67,370 Kms",TS13,Second Owner,1582 cc,Automatic,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Black,U2 VGT Diesel Engine,1582,126.2bhp@4000rpm,259.87nm@1500-3000rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4440mm,1729mm,1475mm,2600mm,,,1285,,6 Speed,FWD,5,Power,,Disc,Drum,Tubeless,16,4,480,,,,hyderabad
1191,0,Petrol,SUV,"20,000",Automatic,1,1st Owner,MG,MG Hector,2021,7486,Sharp DCT,₹ 17 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1191,2021,Third Party insurance,Petrol,5 Seats,"20,000 Kms",,First Owner,1451 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",White,,1451,141bhp@5000rpm,250Nm@1600-3600rpm,4.0,4.0,,,,,Yes,,4655mm,1835mm,1760mm,2750mm,,,1800,,6 Speed,FWD,5,,,Disc,Disc,Radial,R17,5,587,,,,hyderabad
1192,0,Diesel,MUV,"19,661",Manual,1,1st Owner,Mahindra,Mahindra Marazzo,2021,7949,M2 8Str BSVI,₹ 12.68 Lakh,₹ 13.31 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1192,Apr 2021,Third Party insurance,Diesel,8 Seats,"19,661 Kms",TS08,First Owner,1497 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Others,D15 1.5 Litre Diesel Engine,1497,120.96bhp@3500rpm,300Nm@1750-2500rpm,4.0,4.0,,,,,,,4585mm,1866mm,1774mm,2760mm,,,1650,,6 Speed,,8,Electric,5.25,Disc,Disc,"Tubeless, Radial",,5,190,,,,hyderabad
1193,0,Diesel,SUV,"58,177",Manual,1,1st Owner,Hyundai,Hyundai Venue,2021,7687,SX Opt Diesel,₹ 11.20 Lakh,₹ 11.55 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1193,Feb 2021,Third Party,Diesel,5 Seats,"58,177 Kms",TS08,First Owner,1493 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Red,U2 CRDi Diesel,1493,98.6bhp@4000rpm,240.26nm@1500-2750rpm,4.0,4.0,,CRDi,,,Yes,,3995 mm,1770 mm,1605 mm,2500 mm,,,1260,,6-Speed,FWD,5,Electric,,Disc,Drum,Radial,16,5,350,,,190mm,hyderabad
1194,0,Petrol,SUV,"40,000",Manual,1,1st Owner,Maruti,Maruti SX4 S Cross,2020,7933,Delta,₹ 8.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1194,2020,Third Party insurance,Petrol,5 Seats,"40,000 Kms",TS08,First Owner,1462 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Others,K15B Smart Hybrid,1462,103.25bhp@6000rpm,138Nm@4400rpm,4.0,4.0,,,74.0 X 85.0,10.5:1,,,4300,1785,1595,2600,,,1130-1170,1640,5 Speed,FWD,5,,5.5,Ventilated Disc,Solid Disc,"Radial,Tubeless",16,5,375,,,,hyderabad
1195,0,Diesel,SUV,"76,134",Manual,1,1st Owner,Renault,Renault Duster,2013,5053,85PS Diesel RxL Optional,₹ 4.08 Lakh,₹ 4.28 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1195,Jun 2013,Third Party insurance,Diesel,5 Seats,"76,134 Kms",AP12,First Owner,1461 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",White,dCi Diesel Engine,1461,83.8bhp@3750rpm,200Nm@1900rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4315mm,1822mm,1695mm,2673mm,1560mm,1567mm,1200,1758kg,5 speed,FWD,5,Power,5.2 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,5,475-litres,,,,hyderabad
1196,0,Diesel,SUV,"40,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2022,7698,SX Diesel BSVI,₹ 17.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1196,2022,Third Party insurance,Diesel,5 Seats,"40,000 Kms",TS07,First Owner,1493 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,1.5 L U2 CRDi Diesel,1493,113.45bhp@4000rpm,250Nm@1500-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,,4300mm,1790mm,1635mm,2610mm,,,1565,,6-speed,,5,Power,,Disc,Disc,"Tubeless, Radial",17,5,,,,,hyderabad
1197,0,Diesel,Sedan,"90,102",Manual,1,1st Owner,Honda,Honda City,2014,1286,i DTEC V,₹ 5.42 Lakh,₹ 5.58 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1197,Feb 2014,Third Party insurance,Diesel,5 Seats,"90,102 Kms",AP09,First Owner,1498 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,i DTEC Diesel Engine ,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,Direct Injection,76.0 X 82.5 mm,16.0:1,Yes,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1150kg,,6 Speed ,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,510-litres,190 Kmph,10 Seconds,,hyderabad
1198,0,Petrol,Hatchback,"32,329",Manual,2,2nd Owner,Datsun,Datsun RediGO,2019,5234,A,₹ 2.87 Lakh,₹ 3.03 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1198,Mar 2020,Third Party insurance,Petrol,5 Seats,"32,329 Kms",TS08,Second Owner,799 cc,Manual,2019,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",Silver,0.8L Petrol Engine,799,53.64bhp@5678rpm,72Nm@4386rpm,3.0,4.0,DOHC,MPFi,,,No,No,3429mm,1560mm,1541mm,2348mm,,,710,,5-Speed,2WD,5,Power,4.7m,Disc,Drum,,,5,222,,,185mm,hyderabad
1199,0,Petrol,SUV,"50,000",Manual,1,1st Owner,Mahindra,Mahindra XUV300,2020,7240,W6 BSVI,₹ 8.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1199,2020,Third Party insurance,Petrol,5 Seats,"50,000 Kms",AP39,First Owner,1197 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",White,1.2L Turbo Petrol,1197,108.6bhp@5000rpm,200Nm@2000-3500rpm,3.0,4.0,DOHC,MPFI,,,Yes,,3995 mm,1821 mm,1627 mm,2600 mm,,,1295,,6 Speed,FWD,5,Power,5.3 m,Disc,Disc,"Tubeless,Radial",,5,259 Litres,,,,hyderabad
1200,0,Petrol,SUV,"72,812",Automatic,2,2nd Owner,Tata,Tata Nexon,2020,7403,XZA Plus (O) AMT,₹ 9.69 Lakh,₹ 10.81 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1200,Aug 2020,Zero Dep,Petrol,5 Seats,"72,812 Kms",TS07,Second Owner,1199 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Green,1.2l Turbocharged Revotron Engine,1199,118.36bhp@5500rpm,170nm@1750-4000rpm,3.0,4.0,,,,,Yes,,3993,1811,1606,2498,,,1250,,6-Speed,,5,,5.1,Disc,Drum,"Tubeless, Radial",16,5,350,,,,hyderabad
1201,0,Diesel,Sedan,"1,20,000",Manual,3,3rd Owner,Hyundai,Hyundai Xcent,2016,1866,1.1 CRDi S,₹ 2.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1201,2016,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",TS08,Third Owner,1120 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,U2 CRDI Diesel Engine,1120,71bhp@4000rpm,180.4Nm@1750-2500rpm,3.0,4.0,DOHC,CRDI,,,Yes,No,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1100,,5 Speed ,FWD ,5,Power,4.7 metres,Disc ,Drum,Tubeless,,4,407-litres,156 Kmph,18.6 Seconds,,hyderabad
1202,0,Petrol,Hatchback,"30,000",Automatic,2,2nd Owner,Hyundai,Hyundai i20,2019,6810,Sportz Plus CVT BSIV,₹ 7 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1202,2019,Third Party insurance,Petrol,5 Seats,"30,000 Kms",TS09,Second Owner,1197 cc,Automatic,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Orange,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,117nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1054-1093 kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,15,5,285,170 Kmph,13.2 Seconds,,hyderabad
1203,0,Diesel,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2019,6818,Asta Option Diesel,₹ 7 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1203,2019,Third Party insurance,Diesel,5 Seats,"60,000 Kms",TS07,Second Owner,1396 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,U2 CRDI Diesel Engine,1396,88.76bhp@4000rpm,224nm@1500-2750rpm,4.0,4.0,DOHC,CRDI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1180,,6 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,16,5,285,170 Kmph,13.2 Seconds,,hyderabad
1204,0,Petrol,Sedan,"70,000",Manual,2,2nd Owner,Ford,Ford Fiesta,2008,961,1.6 SXI Duratec,₹ 2 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1204,2008,Third Party insurance,Petrol,5 Seats,"70,000 Kms",AP13,Second Owner,1596 cc,Manual,2008,"Power Steering, Power Windows Front",Gray,,1596,,,4.0,4.0,,,,,,,,,,,,,1100kg,,,,5,Power,,,,"Tubeless,Radial",15,4,,,,,hyderabad
1205,0,Diesel,Sedan,"60,000",Manual,2,2nd Owner,Honda,Honda Amaze,2018,1151,VX i DTEC,₹ 6 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1205,2018,Third Party insurance,Diesel,5 Seats,"60,000 Kms",TS04,Second Owner,1498 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,3990mm,1680mm,1505mm,2405mm,,,1065kg,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,"Tubeless,Radial",14,4,400-litres,170 Kmph,17 Seconds,,hyderabad
1206,0,Petrol,SUV,"30,000",Manual,2,2nd Owner,Hyundai,Hyundai Venue,2022,7673,S,₹ 8.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1206,2022,Third Party insurance,Petrol,5 Seats,"30,000 Kms",,Second Owner,1197 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,Kappa 1.2 L MPi Petrol,1197,81.86bhp@6000rpm,113.76nm@4000rpm,4.0,4.0,,MPi,,,No,,3995 mm,1770 mm,1605 mm,2500 mm,,,1080,,5-Speed,FWD,5,Electric,,Disc,Drum,Radial,,5,350,,,190mm,hyderabad
1207,0,Diesel,SUV,"24,916",Automatic,1,1st Owner,Jeep,Jeep Compass,2022,8312,Model S 4X4 Diesel AT BSVI,₹ 31.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1207,Mar 2022,Comprehensive,Diesel,5 Seats,"24,916 Kms",TS07,First Owner,1956 cc,Automatic,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Grey,2.0L Multijet Diesel,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,,,4405mm,1818mm,1640mm,2636mm,,,1705,,9 Speed,4x4,5,Power,,Disc,Disc,"Tubeless, Radial",18,5,,160.21kmph,,,hyderabad
1208,0,Petrol,Hatchback,"25,121",Manual,1,1st Owner,Hyundai,Hyundai EON,2015,1504,D Lite Plus,₹ 2.79 Lakh,₹ 2.87 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1208,Jun 2015,Third Party,Petrol,5 Seats,"25,121 Kms",TS11,First Owner,814 cc,Manual,2015,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Day Night Rear View Mirror",Blue,Petrol Engine,814,55.2bhp@5500rpm,74.5Nm@4000rpm,3.0,3.0,SOHC,MPFI,,,No,No,3495mm,1550mm,1500mm,2380mm,1386mm,1368mm,860,,5 Speed,FWD,5,Power,4.6 metres,Disc,Drum,Tubeless,,5,215-litres,135 Kmph,19 Seconds,,hyderabad
1209,0,Petrol,Hatchback,"95,916",Manual,2,2nd Owner,Hyundai,Hyundai i10,2011,1568,Magna,₹ 2.44 Lakh,₹ 2.51 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1209,Nov 2011,Comprehensive,Petrol,5 Seats,"95,916 Kms",AP28,Second Owner,1197 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Power Antenna, Centeral Locking, Day Night Rear View Mirror",Red,Kappa Petrol Engine,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,DOHC ,MPFI,71 x 75.6 mm,10.5:1 ,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,930,,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,,,hyderabad
1210,0,Diesel,Hatchback,"98,076",Manual,2,2nd Owner,Maruti,Maruti Ritz,2016,4137,LDi,₹ 3 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1210,Oct 2016,Not Available,Diesel,5 Seats,"98,076 Kms",TS11,Second Owner,1248 cc,Manual,2016,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Superior white,DDiS Diesel Engine ,1248,73.94bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,3775mm,1680mm,1620mm,2360mm,1470mm,1480mm,1100kg,1520kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,236-liters,163 Kmph,14 Seconds,,hyderabad
1211,0,Petrol,Hatchback,"84,020",Manual,1,1st Owner,Renault,Renault KWID,2018,8976,1.0 RXT,₹ 3.39 Lakh,₹ 3.59 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1211,Apr 2018,Third Party insurance,Petrol,5 Seats,"84,020 Kms",TS07,First Owner,999 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3679mm,1579mm,1478mm,2422mm,,,710,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,300,155.8 kmph,13.90 Seconds,,hyderabad
