,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,compression_ratio,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,cargo_volumn,top_speed,acceleration,ground_clearance_unladen,city
661,0,Petrol,SUV,"50,000",Manual,1,1st Owner,Nissan,Nissan Magnite,2021,8127,XL BSVI,₹ 7.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",661,2021,Third Party insurance,Petrol,5 Seats,"50,000 Kms",TS04,First Owner,999 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Silver,B4D 1.0 NA PETROL,999,71.02bhp@6250rpm,96Nm@3500rpm,3.0,4.0,SOHC,MPFi,71 x 84.1,,No,No,3994mm,1758,1572,2500,,,939,,5 Speed,,5,Electronic,5.0,Disc,Drum,"Tubeless,Radial",,5,336,,17.7,,hyderabad
662,0,Diesel,SUV,"89,178",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2015,3812,W6 1.99 mHawk,₹ 7 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",662,Aug 2015,Comprehensive,Diesel,7 Seats,"89,178 Kms",TS09,First Owner,1997 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Black,mHawk Diesel Engine,1997,140bhp@3750rpm,320Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1890,2510kg,6 Speed ,FWD,7,Power,5.6 metres,Disc,Disc,"Tubeless,Radial",,5,720-litres,185 Kmph,10 Seconds,,hyderabad
663,0,Petrol,Hatchback,"52,507",Manual,1,1st Owner,Maruti,Maruti Swift,2014,10403,VXI,₹ 4.66 Lakh,₹ 4.76 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",663,Nov 2014,Comprehensive,Petrol,5 Seats,"52,507 Kms",TS10,First Owner,1197 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Blue,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,"Radial, Tubeless",,5,268,,,,hyderabad
664,0,Petrol,Sedan,"47,495",Manual,1,1st Owner,Volkswagen,Volkswagen Ameo,2019,6382,1.0 MPI Comfortline,₹ 5.87 Lakh,₹ 6.23 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",664,Jan 2020,Third Party insurance,Petrol,5 Seats,"47,495 Kms",TS07,First Owner,999 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Centeral Locking, Cd Player",White,MPI Petrol Engine,999,75bhp@6200rpm,95Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5 x 76.4 mm,,No,No,3995mm,1682mm,1483mm,2470mm,1460mm,1456mm,1039Kg,,5 Speed,FWD,5,Power,5.4 meters,Disc,Drum,"Tubeless,Radial",,4,330,,,,hyderabad
665,0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Datsun,Datsun RediGO,2017,5235,T,₹ 2.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",665,2017,Third Party insurance,Petrol,5 Seats,"50,000 Kms",AP07,Second Owner,799 cc,Manual,2017,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Speakers Front",White,0.8L Petrol Engine,799,53.64bhp@5678rpm,72Nm@4386rpm,3.0,4.0,DOHC,MPFi,,,No,No,3429mm,1560mm,1541mm,2348mm,,,750,,5-Speed,2WD,5,Power,4.7m,Disc,Drum,,,5,222,,,185mm,hyderabad
666,0,Petrol,Hatchback,"89,899",Automatic,1,1st Owner,Maruti,Maruti Swift,2019,10409,ZXI Plus AMT,₹ 6.77 Lakh,₹ 6.97 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",666,May 2019,Third Party insurance,Petrol,5 Seats,"89,899 Kms",TS09,First Owner,1197 cc,Automatic,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Silver,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1520,1520,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,"Radial, Tubeless",15,5,268,,,,hyderabad
667,0,Petrol,Hatchback,"39,992",Manual,2,2nd Owner,Renault,Renault KWID,2017,8976,1.0 RXT,₹ 3.34 Lakh,₹ 3.41 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",667,Oct 2017,Third Party insurance,Petrol,5 Seats,"39,992 Kms",TS08,Second Owner,999 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3679mm,1579mm,1478mm,2422mm,,,710,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,300,155.8 kmph,13.90 Seconds,,hyderabad
668,0,Lpg,Hatchback,"80,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2009,4305,LXI DUO BSIII,₹ 1.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",668,2009,Third Party insurance,LPG,5 Seats,"80,000 Kms",AP29,Second Owner,1061 cc,Manual,2009,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Others,In-Line Engine,1061,"57.5@6,000 (PS@rpm)","7.8@4,500 (kgm@rpm)",4.0,4.0,,MPFI,68.5 x 72 mm,9.0:1,No,No,3520 mm,1475mm,1660mm,2360mm,1295mm,1290mm,885kg,1250kg,5 Speed,,5,Power,4.6 m,Disc,Drum,"Tubeless, Radial",13,5,,154 kmph,16.6 seconds,,hyderabad
669,0,Petrol,Hatchback,"89,791",Manual,1,1st Owner,Maruti,Maruti Wagon R,2013,4350,VXI BS IV,₹ 3.15 Lakh,₹ 3.20 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",669,Jan 2014,Third Party,Petrol,5 Seats,"89,791 Kms",AP10,First Owner,998 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,MPFI,,,No,No,3595mm,1495mm,1700mm,2400mm,1295mm,1290mm,885kg,1350kg,5 Speed,FWD,5,Power,4.6metres,Ventilated Disc,Drum,"Tubeless, Radial",14,4,,,,,hyderabad
670,0,Petrol,Hatchback,"83,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2006,4331,PRIMEA,₹ 1.15 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",670,2006,Third Party insurance,Petrol,5 Seats,"83,000 Kms",,First Owner,998 cc,Manual,2006,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Gray,All Aluminium light weigh,998,67bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,,,,No,No,3595mm,1495mm,1700mm,2400mm,1295mm,1290mm,870kg,1350kg,5 Speed Manual (Cable Type Gear Shift),Two Wheel Drive,5,Power,4.6m,Ventilated Disc,Drum,"Tubeless, Radial",13,5,,,,,hyderabad
671,0,Petrol,Hatchback,"1,14,071",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2015,1549,Sportz,₹ 3.89 Lakh,₹ 4.20 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",671,Jun 2015,Comprehensive,Petrol,5 Seats,"1,14,071 Kms",TS08,Second Owner,1197 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Red,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,256-liters,165 Kmph,12.9 Seconds,,hyderabad
672,0,Petrol,Hatchback,"66,445",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2015,4310,VXI BS IV,₹ 3.47 Lakh,₹ 3.64 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",672,Nov 2015,Comprehensive,Petrol,5 Seats,"66,445 Kms",TS13,Second Owner,998 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Silver,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,69 x 72 mm,,No,No,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,885kg,1350kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,152 kmph,18.6 Seconds,,hyderabad
673,0,Petrol,SUV,"30,000",Automatic,1,1st Owner,Volkswagen,Volkswagen Taigun,2021,8609,1.0 TSI Highline AT BSVI,₹ 14.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",673,2021,Third Party insurance,Petrol,5 Seats,"30,000 Kms",,First Owner,999 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Others,1.0L TSI,999,113.98bhp@5000-5500rpm,178Nm@1750-4500rpm,3.0,4.0,,TSI,,,Yes,,4221mm,1760mm,1612mm,2651mm,1531,1516,1255,1670,6-Speed,,5,Electric,5.05,Disc,Drum,"Tubeless,Radial",16,5,385,,,,hyderabad
674,0,Diesel,SUV,"96,615",Manual,1,1st Owner,Honda,Honda WR-V,2018,5670,i-DTEC VX,₹ 8 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",674,Sept 2018,Third Party insurance,Diesel,5 Seats,"96,615 Kms",TS21,First Owner,1498 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,3999mm,1734mm,1601mm,2555mm,,,1198kg,,6 Speed,FWD,5,Electric,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,5,363 Litres,176 kmph,12.43 Seconds,,hyderabad
675,0,Diesel,SUV,"60,000",Manual,1,1st Owner,Kia,Kia Seltos,2020,7118,HTX Plus Diesel,₹ 15.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",675,2020,Third Party insurance,Diesel,5 Seats,"60,000 Kms",TT07,First Owner,1493 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Others,1.5 L CRDi VGT,1493,113.43bhp@4000rpm,250nm@1500-2750rpm,4.0,4.0,,CRDi,,,Yes,,4315mm,1800mm,1645mm,2610mm,,,1535,,6-Speed,FWD,5,Electric,,Disc,Disc,"Tubeless, Radial",17,5,433,,,,hyderabad
676,0,Diesel,Sedan,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2016,6858,LDI,₹ 3.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",676,2016,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",MH14,Second Owner,1248 cc,Manual,2016,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Power Door Locks, Child Safety Locks",Others,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,,CRDI,69.6 X 82 mm,17.6:1,Yes,No,3995mm,1695mm,1555mm,2430mm,1485mm,1495mm,1050kg,1505kg,5 Speed,FWD,5,Power,4.8metres,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,162 kmph,14.85 Seconds,,hyderabad
677,0,Diesel,Sedan,"90,000",Manual,2,2nd Owner,Hyundai,Hyundai Xcent,2016,1866,1.1 CRDi S,₹ 3.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",677,2016,Third Party insurance,Diesel,5 Seats,"90,000 Kms",KK04,Second Owner,1120 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,U2 CRDI Diesel Engine,1120,71bhp@4000rpm,180.4Nm@1750-2500rpm,3.0,4.0,DOHC,CRDI,,,Yes,No,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1100,,5 Speed ,FWD ,5,Power,4.7 metres,Disc ,Drum,Tubeless,,4,407-litres,156 Kmph,18.6 Seconds,,hyderabad
678,0,Diesel,SUV,"24,001",Manual,1,1st Owner,Jeep,Jeep Compass,2021,5930,2.0 Limited 4X4,₹ 30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",678,Aug 2021,Third Party insurance,Diesel,5 Seats,"24,001 Kms",TS07,First Owner,1956 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Grey,2.0-Litre 4-Cyl Multijet II Engine,1956,170bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1641 kgs,,6 Speed,4X4,5,Power,,Disc,Discs,"Radial, Tubless",17,5,408-litres,,10.03 Seconds,,hyderabad
679,0,Petrol,Hatchback,"76,000",Manual,1,1st Owner,Maruti,Maruti Swift,2011,4202,VXI,₹ 3.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",679,Jul 2011,Third Party insurance,Petrol,5 Seats,"76,000 Kms",AP16,First Owner,1197 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks",White,K Series Petrol Engine,1197,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,73 X 71.5 mm,10.0:1,No,No,3850mm,1695mm,1530mm,2430mm,1485mm,1495mm,970kg,1415kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,"Tubeless,Radial",14,5,232-litres,160km/hr,12.29 Seconds,,hyderabad
680,0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2022,7091,Sportz,₹ 7.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",680,2022,Third Party insurance,Petrol,5 Seats,"30,000 Kms",AP39,First Owner,1197 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,,,,No,,3805mm,1680,1520,2450,,,1160,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",14,5,,,,,hyderabad
681,0,Diesel,SUV,"37,821",Manual,1,1st Owner,Jeep,Jeep Compass,2021,5930,2.0 Limited 4X4,₹ 30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",681,Jun 2021,Third Party insurance,Diesel,5 Seats,"37,821 Kms",TS09,First Owner,1956 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Grey,2.0-Litre 4-Cyl Multijet II Engine,1956,170bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1641 kgs,,6 Speed,4X4,5,Power,,Disc,Discs,"Radial, Tubless",17,5,408-litres,,10.03 Seconds,,hyderabad
682,0,Petrol,SUV,"42,000",Automatic,1,1st Owner,MG,MG Hector,2019,7486,Sharp DCT,₹ 16.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",682,Sept 2019,Third Party insurance,Petrol,5 Seats,"42,000 Kms",TS15,First Owner,1451 cc,Automatic,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",a silver,,1451,141bhp@5000rpm,250Nm@1600-3600rpm,4.0,4.0,,,,,Yes,,4655mm,1835mm,1760mm,2750mm,,,1800,,6 Speed,FWD,5,,,Disc,Disc,Radial,R17,5,587,,,,hyderabad
683,0,Petrol,Hatchback,"64,685",Manual,2,2nd Owner,Maruti,Maruti Swift,2016,10403,VXI,₹ 4.89 Lakh,₹ 5.04 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",683,Mar 2016,Third Party,Petrol,5 Seats,"64,685 Kms",TS07,Second Owner,1197 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Red,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,"Radial, Tubeless",,5,268,,,,hyderabad
684,0,Petrol,Hatchback,"71,003",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2015,4310,VXI BS IV,₹ 3.31 Lakh,₹ 3.59 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",684,Sept 2015,Comprehensive,Petrol,5 Seats,"71,003 Kms",TS15,Second Owner,998 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Blue,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,69 x 72 mm,,No,No,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,885kg,1350kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,152 kmph,18.6 Seconds,,hyderabad
685,0,Petrol,MUV,"10,000",Manual,1,1st Owner,Maruti,Maruti XL6,2021,7030,Zeta,₹ 12 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",685,2021,Third Party insurance,Petrol,6 Seats,"10,000 Kms",TS07,First Owner,1462 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Others,K15B Smart Hybrid,1462,103.2bhp@6000rpm,138nm@4400rpm,4.0,4.0,,,74.0x85.0,10.5:1,,,4445mm,1775mm,1700mm,2740mm,1590mm,1570mm,1180kg,1730kg,5-Speed,FWD,6,Power,5.2 metres,Ventilated Disc,Leading & Trailing Drum,"Tubeless,Radial",R15,5,209,,,180mm,hyderabad
686,0,Diesel,Hatchback,"1,22,617",Manual,1,1st Owner,Hyundai,Hyundai i20,2013,1656,Sportz 1.4 CRDi,₹ 4.01 Lakh,₹ 4.17 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",686,Jul 2013,Comprehensive,Diesel,5 Seats,"1,22,617 Kms",AP09,First Owner,1396 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Red,U2 CRDI Diesel Engine,1396,88.76bhp@4000rpm,219.6Nm@1750-2750rpm,4.0,4.0,DOHC,CRDI,,,No,No,3995mm,1710mm,1505mm,2525mm,1505mm,1503mm,1140,,6 Speed,FWD,5,Power,,Disc,Disc,"Tubeless,Radial",14,5,,,,,hyderabad
687,0,Petrol,Hatchback,"93,593",Manual,1,1st Owner,Hyundai,Hyundai i10,2015,1579,Sportz 1.1L,₹ 3.47 Lakh,₹ 3.80 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",687,Mar 2016,Third Party,Petrol,5 Seats,"93,593 Kms",TS07,First Owner,1086 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Silver,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,SOHC,MPFI,,,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,860kg,,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,Tubeless,,5,225-litres,165 Kmph,14.3 Seconds,,hyderabad
688,0,Petrol,Hatchback,"76,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2012,1642,1.2 Sportz,₹ 4.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",688,Aug 2012,Third Party insurance,Petrol,5 Seats,"76,000 Kms",AP29,Second Owner,1197 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Maroon,In-Line Engine,1197,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",4.0,4.0,DOHC,MPFI,,:1,No,No,3940 mm,1710 mm,1505 mm,"2,525 mm","1,505 mm","1,503 mm",1020,,5 Speed,FWD,5,Power,5.20 m,Disc,Drum,"Tubeless,Radial",14,5,295 Lit,,12.96 Sec,,hyderabad
689,0,Petrol,Hatchback,"51,216",Manual,1,1st Owner,Hyundai,Hyundai i20,2020,7471,Sportz Plus,₹ 7.64 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",689,Feb 2020,Third Party insurance,Petrol,5 Seats,"51,216 Kms",TS07,First Owner,1197 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,117nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1140,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,15,5,285,170 Kmph,13.2 Seconds,,hyderabad
690,0,Petrol,SUV,"36,714",Manual,1,1st Owner,Hyundai,Hyundai Creta,2021,7690,SX BSVI,₹ 14 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",690,Sept 2021,Comprehensive,Petrol,5 Seats,"36,714 Kms",TS07,First Owner,1497 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Red,1.5 L MPi Petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,DOHC,MPi,,,No,,4300mm,1790mm,1635mm,2610mm,,,1430,,6-speed,,5,Power,,Disc,Disc,"Tubeless, Radial",17,5,,,,,hyderabad
