,city,fuel_type,body_type,km_driven,transmission,ownerno,model,modelyear,color,cargo_volumn,price
7759,kolkata,Petrol,Hatchback,124206,Manual,2,Maruti Celerio,2018,White,313,347000
7760,kolkata,Petrol,Hatchback,50000,Manual,2,Maruti Zen,2002,Others,361,48000
7761,kolkata,Petrol,Hatchback,50000,Manual,2,Maruti Wagon R,2009,Others,361,125000
7762,kolkata,Petrol,SUV,1062,Automatic,1,Renault Kiger,2023,Silver,405,785000
7763,kolkata,Petrol,Hatchback,10000,Manual,1,Hyundai Grand i10,2018,Others,256,490000
7764,kolkata,Diesel,MUV,10000,Manual,1,Toyota Innova Crysta,2019,Others,300,1700000
7765,kolkata,Petrol,Hatchback,20000,Manual,1,Hyundai Grand i10,2015,Others,256,350000
7766,kolkata,Diesel,Sedan,68000,Manual,1,Honda City,2015,Brown,510,400000
7767,kolkata,Petrol,Hatchback,65000,Manual,1,Volkswagen Polo,2016,Silver,280,365000
7768,kolkata,Petrol,Hatchback,30000,Manual,2,Maruti Swift,2016,Others,204,400000
7769,kolkata,Petrol,Hatchback,60000,Manual,2,Hyundai EON,2016,White,215,254999
7770,kolkata,Petrol,Sedan,45699,Automatic,2,Maruti Swift Dzire,2017,Blue,378,601000
7771,kolkata,Petrol,Hatchback,81575,Manual,1,Hyundai i10,2011,Silver,361,216000
7772,kolkata,Petrol,Sedan,42000,Automatic,1,Honda City,2017,golden brown,510,670000
7773,kolkata,Petrol,Sedan,32092,Manual,1,Hyundai Verna,2018,Black,480,719000
7774,kolkata,Petrol,Hatchback,65916,Manual,3,Hyundai Santro Xing,2010,Silver,218,142000
7775,kolkata,Diesel,Sedan,30000,Automatic,1,Mercedes-Benz C-Class,2019,Others,480,3200000
7776,kolkata,Diesel,SUV,8559,Manual,1,MG Hector,2023,Maroon,587,1820000
7777,kolkata,Diesel,MUV,50000,Manual,1,Maruti Ertiga,2017,Others,135,750000
7778,kolkata,Petrol,SUV,9169,Manual,1,Tata Punch,2022,Green,366,827000
7779,kolkata,Petrol,Sedan,45275,Manual,1,Maruti Swift Dzire,2018,Others,378,475000
7780,kolkata,Petrol,Hatchback,70000,Manual,2,Hyundai Santro Xing,2010,Others,218,120000
7781,kolkata,Petrol,Hatchback,90000,Manual,4,Maruti Wagon R,2011,Others,361,145000
7782,kolkata,Petrol,Hatchback,70000,Manual,2,Maruti Alto 800,2015,Others,177,210000
7783,kolkata,Diesel,Sedan,50000,Automatic,1,BMW 3 Series GT,2017,Others,520,2490000
7784,kolkata,Petrol,Hatchback,30000,Manual,1,Maruti Alto 800,2019,Others,361,330000
7785,kolkata,Petrol,Sedan,10000,Automatic,1,Honda City,2021,Others,506,1400000
7786,kolkata,Diesel,SUV,80000,Manual,2,Ford Ecosport,2017,Others,346,525000
7787,kolkata,Petrol,Hatchback,40000,Manual,1,Hyundai i10,2012,Silver,361,280000
7788,kolkata,Petrol,Hatchback,30000,Manual,1,Hyundai Grand i10,2017,Others,256,430000
7789,kolkata,Diesel,Sedan,80000,Manual,1,Tata Indigo,2009,White,450,114999
7790,kolkata,Petrol,Hatchback,65180,Manual,2,Hyundai i20,2019,Blue,285,598000
7791,kolkata,Petrol,Hatchback,110190,Manual,1,Hyundai Grand i10,2015,Red,256,271000
7792,kolkata,Petrol,Hatchback,50000,Manual,2,Maruti Alto 800,2019,Others,177,276000
7793,kolkata,Petrol,Hatchback,45550,Manual,2,Maruti Ritz,2014,Others,361,248000
7794,kolkata,Petrol,Hatchback,14756,Manual,1,Maruti Swift,2021,Silver,268,592000
7795,kolkata,Petrol,Hatchback,30000,Manual,2,Maruti Alto K10,2017,Others,177,290000
7796,kolkata,Petrol,Hatchback,63179,Manual,1,Hyundai Grand i10,2015,Others,256,341000
7797,kolkata,Diesel,Sedan,32344,Automatic,1,BMW 5 Series,2017,White,520,3600000
7798,kolkata,Petrol,Hatchback,17436,Manual,1,Volkswagen Polo,2019,Blue,280,547000
7799,kolkata,Petrol,Sedan,52130,Manual,1,Maruti Ciaz,2018,Blue,510,566000
7800,kolkata,Petrol,Hatchback,60000,Manual,1,Maruti Alto 800,2018,Others,177,280000
7801,kolkata,Diesel,Sedan,46315,Manual,1,Ford Fiesta,2014,Brown,430,285000
7802,kolkata,Petrol,Sedan,65000,Manual,1,Hyundai Xcent,2015,Blue,407,299000
7803,kolkata,Diesel,Hatchback,90000,Manual,1,Hyundai Grand i10,2014,Others,256,270000
7804,kolkata,Petrol,Sedan,32395,Manual,1,Honda City,2017,Brown,510,699000
7805,kolkata,Diesel,SUV,89331,Manual,1,Mahindra XUV500,2016,Silver,720,850000
7806,kolkata,Petrol,Sedan,10000,Automatic,1,Honda City,2020,Others,510,1250000
7807,kolkata,Petrol,SUV,20000,Manual,1,Mahindra KUV 100,2016,Red,243,400000
7808,kolkata,Petrol,Hatchback,10000,Manual,1,Datsun RediGO,2020,Others,222,354000
7809,kolkata,Diesel,SUV,36374,Manual,1,Hyundai Venue,2019,White,350,850000
7810,kolkata,Petrol,SUV,20801,Manual,1,Nissan Magnite,2021,Black,336,669000
7811,kolkata,Petrol,Hatchback,43214,Manual,1,Hyundai i20,2019,Red,285,480999
7812,kolkata,Diesel,SUV,20000,Manual,1,Jeep Compass,2021,Others,361,2400000
7813,kolkata,Diesel,SUV,31584,Manual,1,Mahindra XUV500,2021,White,361,1170000
7814,kolkata,Diesel,SUV,88755,Manual,1,Hyundai Creta,2016,Others,400,619000
7815,kolkata,Petrol,MUV,50000,Automatic,1,Maruti Ertiga,2018,Others,135,875000
7816,kolkata,Petrol,Hatchback,7277,Automatic,1,Renault KWID,2020,Others,279,518000
7817,kolkata,Diesel,Sedan,44200,Manual,1,Honda City,2014,White,510,450000
7818,kolkata,Petrol,Hatchback,36920,Manual,3,Honda Brio,2014,Brown,175,235000
7819,kolkata,Petrol,Hatchback,14567,Manual,1,Maruti Swift,2021,Silver,268,620000
7820,kolkata,Diesel,Sedan,19858,Automatic,1,BMW 5 Series,2019,Grey,520,3950000
7821,kolkata,Diesel,Hatchback,40000,Manual,1,Mahindra KUV 100 NXT,2018,Red,243,450000
7822,kolkata,Petrol,Hatchback,30000,Manual,2,Maruti Wagon R,2012,Others,361,250000
7823,kolkata,Petrol,Sedan,50000,Manual,1,Hyundai Verna,2018,Others,480,880000
7824,kolkata,Petrol,Hatchback,19000,Manual,1,Maruti Celerio X,2018,Orange,235,425000
7825,kolkata,Diesel,SUV,86331,Automatic,2,Audi Q5,2014,Blue,361,1100000
7826,kolkata,Diesel,SUV,15215,Automatic,1,Land Rover Range Rover Evoque,2021,Silicon Silver,472,6200000
7827,kolkata,Diesel,Sedan,5700,Automatic,2,BMW 5 Series,2022,Black,361,5799000
7828,kolkata,Petrol,SUV,22887,Automatic,1,Mahindra XUV700,2022,Dark Blue,361,1950000
7829,kolkata,Petrol,Hatchback,10000,Manual,1,Tata Tiago,2022,Black,361,580000
7830,kolkata,Petrol,SUV,4603,Manual,1,Tata Nexon,2021,Green,350,890000
7831,kolkata,Petrol,Hatchback,7291,Manual,1,Maruti Celerio,2022,Silver,313,626000
7832,kolkata,Petrol,Hatchback,2179,Manual,1,Hyundai Grand i10 Nios,2022,Blue,361,753000
7833,kolkata,Petrol,Hatchback,26226,Manual,1,Hyundai Grand i10,2017,Others,256,355000
7834,kolkata,Diesel,Hatchback,35000,Manual,1,Volkswagen Polo,2016,Orange,280,399000
7835,kolkata,Petrol,Hatchback,24622,Manual,3,Hyundai EON,2014,Others,215,209000
7836,kolkata,Diesel,Sedan,60000,Manual,1,Mahindra Renault Logan,2009,Gray,510,125000
7837,kolkata,Petrol,Hatchback,37647,Manual,1,Hyundai i10,2011,Red,361,199000
7838,kolkata,Diesel,SUV,57321,Manual,1,Renault Duster,2014,Silver,475,354000
7839,kolkata,Diesel,MUV,67020,Automatic,1,Tata Hexa,2017,Blue,128,725000
7840,kolkata,Petrol,SUV,20000,Automatic,1,Renault Kiger,2022,Others,405,1050000
7841,kolkata,Diesel,SUV,65000,Manual,1,Hyundai Creta,2015,White,400,500000
7842,kolkata,Petrol,SUV,60000,Manual,1,Hyundai Creta,2015,Others,400,550000
7843,kolkata,Petrol,Hatchback,30000,Manual,1,Hyundai EON,2014,Others,215,225000
7844,kolkata,Petrol,Hatchback,70000,Manual,1,Maruti Alto 800,2014,Others,177,180000
7845,kolkata,Petrol,Hatchback,50000,Manual,1,Ford Figo,2010,Green,284,165000
7846,kolkata,Petrol,MUV,24000,Manual,1,Honda Mobilio,2016,Brown,223,499000
7847,kolkata,Petrol,Hatchback,50000,Manual,2,Hyundai i10,2010,Others,361,170000
7848,kolkata,Petrol,SUV,40000,Manual,1,Honda WR-V,2017,Black,363,570000
7849,kolkata,Petrol,SUV,71521,Manual,1,Hyundai Creta,2016,Silver,400,627000
7850,kolkata,Petrol,Hatchback,42267,Manual,1,Tata Altroz,2020,Red,345,471000
7851,kolkata,Petrol,Hatchback,80000,Manual,4,Maruti Swift,2010,Others,232,165000
7852,kolkata,Petrol,Sedan,57986,Automatic,1,Maruti Ciaz,2018,Blue,510,728000
7853,kolkata,Petrol,Hatchback,17252,Automatic,1,Tata Tiago NRG,2022,Green,242,659000
7854,kolkata,Petrol,Hatchback,70000,Manual,2,Maruti Zen Estilo,2010,Others,361,120000
7855,kolkata,Diesel,SUV,20817,Manual,1,Mahindra XUV500,2017,Others,720,819999
7856,kolkata,Petrol,SUV,10000,Automatic,1,Jeep Compass,2022,Gray,361,2600000
7857,kolkata,Petrol,Sedan,39579,Manual,1,Maruti Swift Dzire,2010,Others,378,222000
7858,kolkata,Petrol,Hatchback,21477,Manual,3,Hyundai EON,2014,Silver,215,206000
7859,kolkata,Diesel,Sedan,36899,Automatic,1,Mercedes-Benz CLA,2017,Silver,470,1850000
7860,kolkata,Diesel,MUV,55000,Manual,1,Maruti Ertiga,2016,White,135,625000
7861,kolkata,Petrol,Hatchback,9000,Manual,1,Hyundai Grand i10 Nios,2021,White,361,650000
7862,kolkata,Petrol,Hatchback,40000,Manual,1,Ford Figo,2010,Others,284,175000
7863,kolkata,Petrol,Sedan,20000,Manual,1,Hyundai Verna,2019,Grey,480,899000
7864,kolkata,Diesel,SUV,120000,Manual,2,Mahindra Scorpio,2016,Others,460,850000
7865,kolkata,Petrol,Hatchback,30000,Manual,2,Maruti Alto K10,2017,Others,177,280000
7866,kolkata,Petrol,SUV,60000,Automatic,1,Tata Nexon,2021,Others,350,900000
7867,kolkata,Diesel,SUV,10000,Manual,1,Jeep Compass,2021,Red,361,2550000
7868,kolkata,Diesel,SUV,55330,Manual,1,Jeep Compass,2017,White,408,1170000
7869,kolkata,Petrol,Sedan,32152,Manual,1,Maruti Swift Dzire,2015,Others,378,384000
7870,kolkata,Petrol,Hatchback,66906,Manual,2,Hyundai Grand i10,2014,Silver,256,292000
7871,kolkata,Diesel,SUV,56000,Manual,1,Hyundai Creta,2016,White,400,700000
7872,kolkata,Petrol,Hatchback,23055,Manual,1,Volkswagen Polo,2020,Red,280,647000
7873,kolkata,Diesel,SUV,68132,Manual,1,Renault Captur,2018,Red,392,686000
7874,kolkata,Diesel,Hatchback,60000,Manual,2,Tata Indica,2011,Gray,232,140000
7875,kolkata,Petrol,Sedan,76932,Manual,1,Maruti Swift Dzire,2014,Others,378,375000
7876,kolkata,Petrol,SUV,60000,Automatic,1,MG Hector,2020,Others,587,1400000
7877,kolkata,Diesel,SUV,89912,Automatic,1,Maruti Vitara Brezza,2019,Others,328,703000
7878,kolkata,Diesel,Sedan,102813,Manual,1,Honda City,2014,Red,510,364000
7879,kolkata,Diesel,Sedan,55155,Manual,1,Honda City,2015,Silver,510,450000
7880,kolkata,Petrol,SUV,20000,Manual,1,Mahindra KUV 100,2016,Red,243,400000
7881,kolkata,Petrol,Hatchback,70000,Manual,1,Hyundai Grand i10,2018,Maroon,256,392000
7882,kolkata,Diesel,SUV,123153,Automatic,2,Toyota Fortuner,2018,Brown,361,2700000
7883,kolkata,Petrol,Hatchback,40000,Manual,2,Hyundai i10,2013,Others,361,300000
7884,kolkata,Diesel,SUV,10830,Manual,1,Jeep Compass,2021,Technometgrn+Gryroof,361,2475000
7885,kolkata,Petrol,Sedan,50000,Manual,1,Hyundai Verna,2018,Others,480,860000
7886,kolkata,Diesel,Sedan,64846,Automatic,2,Audi A4,2017,White,480,2000000
7887,kolkata,Diesel,Sedan,49100,Automatic,1,Audi A6,2018,Black,530,2850000
7888,kolkata,Diesel,SUV,90089,Automatic,1,Mercedes-Benz GL-Class,2014,White,680,2500000
7889,kolkata,Petrol,Sedan,63950,Manual,1,Honda City,2014,Red,510,372000
7890,kolkata,Petrol,Sedan,22990,Automatic,2,Honda City,2018,Others,510,915000
7891,kolkata,Diesel,Sedan,15077,Automatic,2,Mercedes-Benz E-Class,2016,White,540,2749000
7892,kolkata,Petrol,Sedan,69273,Manual,1,Maruti Swift Dzire,2014,Blue,378,323000
7893,kolkata,Petrol,SUV,75865,Manual,1,Ford Ecosport,2014,Others,346,422000
7894,kolkata,Petrol,MUV,4066,Manual,1,Kia Carens,2022,Blue,361,1299000
7895,kolkata,Petrol,SUV,67092,Manual,1,Kia Seltos,2019,Black,433,1052000
7896,kolkata,Petrol,Hatchback,38000,Manual,1,Hyundai i20,2012,Grey,295,227999
7897,kolkata,Diesel,Sedan,78121,Manual,1,Hyundai Verna,2012,Others,361,312000
7898,kolkata,Diesel,Sedan,99103,Manual,1,Honda Amaze,2014,Others,400,276000
7899,kolkata,Petrol,Hatchback,40000,Manual,1,Tata Tiago,2016,Blue,242,300000
7900,kolkata,Diesel,SUV,9000,Manual,1,Hyundai Creta,2022,Light Silver,361,1599000
7901,kolkata,Diesel,SUV,10100,Automatic,1,BMW X1,2020,White,505,3499000
7902,kolkata,Petrol,Hatchback,27119,Manual,1,Hyundai Grand i10,2018,Silver,256,425000
7903,kolkata,Petrol,SUV,10000,Automatic,1,Hyundai Venue,2022,Others,350,1000000
7904,kolkata,Diesel,MUV,57000,Manual,1,Honda Mobilio,2014,Grey,223,399000
7905,kolkata,Petrol,Hatchback,38000,Manual,1,Hyundai Grand i10,2017,Maroon,256,395000
7906,kolkata,Diesel,SUV,50000,Automatic,1,Mahindra XUV500,2019,Others,361,1350000
7907,kolkata,Petrol,Hatchback,70000,Manual,1,Ford Figo,2010,Golden,284,168000
7908,kolkata,Petrol,SUV,40000,Automatic,2,Kia Seltos,2020,Others,433,1600000
7909,kolkata,Diesel,SUV,10891,Manual,1,Mahindra Bolero Neo,2022,Green,384,977999
7910,kolkata,Petrol,Hatchback,29558,Manual,1,Tata Tiago,2021,Red,361,415000
7911,kolkata,Diesel,SUV,18000,Automatic,1,Jeep Compass,2020,Red,408,1700000
7912,kolkata,Petrol,Hatchback,29412,Manual,1,Maruti Baleno,2018,Blue,339,488999
7913,kolkata,Diesel,Hatchback,59037,Manual,1,Hyundai Grand i10,2015,Yellow,256,287000
7914,kolkata,Diesel,Sedan,10000,Automatic,2,Mercedes-Benz C-Class,2022,Others,540,5300000
7915,kolkata,Diesel,SUV,73072,Automatic,1,Tata Nexon,2020,Green,350,951000
7916,kolkata,Petrol,Hatchback,37100,Manual,2,Maruti Wagon R,2014,Golden,341,254999
7917,kolkata,Petrol,Hatchback,61113,Automatic,1,Maruti Baleno,2019,Blue,339,663000
7918,kolkata,Petrol,Hatchback,47606,Manual,1,Maruti Alto 800,2013,Blue,361,179000
7919,kolkata,Diesel,SUV,30000,Manual,1,Hyundai Creta,2019,Others,400,1350000
7920,kolkata,Petrol,Hatchback,80000,Automatic,1,Maruti Celerio,2015,Others,235,300000
7921,kolkata,Diesel,Sedan,40000,Automatic,1,Mercedes-Benz C-Class,2013,Others,480,900000
7922,kolkata,Diesel,SUV,27000,Manual,1,Jeep Compass,2019,Red,408,1550000
7923,kolkata,Diesel,SUV,80000,Manual,1,Mahindra XUV500,2019,Others,361,1350000
7924,kolkata,Petrol,Sedan,30000,Manual,1,Tata Zest,2015,Others,390,325000
7925,kolkata,Diesel,SUV,70000,Manual,1,Mahindra XUV500,2018,Others,361,1250000
7926,kolkata,Diesel,Hatchback,90000,Manual,1,Hyundai Grand i10,2014,Others,256,270000
7927,kolkata,Petrol,Sedan,20000,Manual,1,Maruti Swift Dzire,2021,Others,378,760000
7928,kolkata,Diesel,Sedan,86947,Automatic,2,Audi A4,2014,Black,480,1000000
7929,kolkata,Petrol,SUV,17466,Manual,1,Tata Nexon,2020,Others,350,754000
7930,kolkata,Petrol,SUV,32844,Manual,2,Honda WR-V,2017,Silver,363,591000
7931,kolkata,Petrol,MUV,30000,Manual,1,Maruti XL6,2020,Others,209,1050000
7932,kolkata,Petrol,Hatchback,78075,Manual,1,Toyota Etios Liva,2011,Silver,361,192000
7933,kolkata,Petrol,Sedan,36937,Manual,1,Honda City,2019,Others,510,679000
7934,kolkata,Petrol,SUV,50000,Manual,1,Honda WR-V,2017,Gold,363,600000
7935,kolkata,Petrol,Sedan,25314,Automatic,2,Hyundai Verna,2018,Others,480,810000
7936,kolkata,Diesel,SUV,51620,Automatic,2,Land Rover Range Rover Evoque,2018,White,575,3400000
7937,kolkata,Petrol,Sedan,93097,Manual,1,Volkswagen Vento,2012,Blue,480,287000
7938,kolkata,Petrol,Hatchback,76672,Manual,3,Maruti Wagon R,2010,Silver,361,140000
7939,kolkata,Diesel,Sedan,42000,Manual,2,Honda City,2015,Maroon,510,525000
7940,kolkata,Diesel,Sedan,44226,Automatic,3,BMW 6 Series,2018,White,361,3900000
7941,kolkata,Petrol,Sedan,30000,Manual,2,Ford Fiesta,2009,Silver,361,120000
7942,kolkata,Petrol,Hatchback,40000,Manual,1,Volkswagen Polo,2013,Others,280,200000
7943,kolkata,Diesel,SUV,13400,Automatic,1,Jeep Meridian,2022,Green,361,3250000
7944,kolkata,Petrol,Hatchback,19720,Manual,1,Renault KWID,2019,Brown,300,340000
7945,kolkata,Petrol,SUV,4732,Automatic,1,Maruti Grand Vitara,2023,Blue,361,1900000
7946,kolkata,Petrol,SUV,38380,Automatic,1,MG Hector Plus,2021,Black,155,1500000
7947,kolkata,Diesel,SUV,67357,Manual,1,Mahindra Scorpio,2010,Green,361,295000
7948,kolkata,Petrol,Hatchback,40000,Manual,1,Maruti Zen Estilo,2010,Others,361,99000
7949,kolkata,Petrol,Hatchback,35912,Manual,1,Tata Tiago,2019,White,242,357000
7950,kolkata,Petrol,Hatchback,22343,Manual,1,Maruti Baleno,2019,Blue,339,544000
7951,kolkata,Petrol,Hatchback,10000,Manual,1,Hyundai EON,2013,Others,215,210000
7952,kolkata,Diesel,SUV,85735,Manual,2,Renault Duster,2015,Black,475,413000
7953,kolkata,Petrol,Hatchback,42792,Manual,1,Maruti Alto K10,2011,Orange,214,140000
7954,kolkata,Diesel,SUV,42503,Manual,1,Mahindra Scorpio,2020,White,361,1195000
7955,kolkata,Petrol,Hatchback,96609,Manual,2,Maruti Ritz,2011,Brown,236,140000
7956,kolkata,Diesel,Hatchback,78990,Manual,1,Honda Jazz,2015,Silver,354,250000
7957,kolkata,Petrol,Sedan,51618,Manual,2,Honda City,2016,Others,510,429000
7958,kolkata,Diesel,SUV,83508,Manual,2,Mahindra XUV500,2019,Blue,361,1111000
7959,kolkata,Petrol,Hatchback,40000,Manual,1,Hyundai Santro Xing,2007,Others,361,100000
7960,kolkata,Petrol,Sedan,60000,Automatic,2,Skoda Superb,2010,Others,565,265000
7961,kolkata,Petrol,SUV,25000,Automatic,1,Mahindra XUV300,2021,Red,361,1025000
7962,kolkata,Petrol,Hatchback,14636,Manual,1,Hyundai i20,2022,Blue,311,855000
7963,kolkata,Diesel,SUV,80000,Manual,2,Mahindra XUV500,2016,Others,720,700000
7964,kolkata,Petrol,Sedan,20000,Automatic,1,Honda Amaze,2021,Others,420,830000
7965,kolkata,Petrol,Sedan,20000,Manual,1,Hyundai Aura,2020,White,361,691000
7966,kolkata,Petrol,Sedan,13000,Manual,1,Hyundai Verna,2018,Brown,480,799000
7967,kolkata,Diesel,SUV,22000,Manual,1,Jeep Compass,2019,White,408,1550000
7968,kolkata,Petrol,Sedan,20000,Manual,1,Maruti Swift Dzire,2021,Others,378,750000
7969,kolkata,Petrol,Hatchback,59005,Manual,1,Hyundai Santro Xing,2014,White,361,178000
7970,kolkata,Petrol,Hatchback,71156,Manual,2,Maruti Swift,2010,Others,268,163000
7971,kolkata,Petrol,Sedan,50000,Manual,1,Honda City,2018,Golden Brown,510,662000
7972,kolkata,Petrol,Hatchback,2707,Manual,1,Maruti Alto 800,2019,White,361,280000
7973,kolkata,Petrol,Hatchback,78211,Manual,1,Hyundai Santro,2020,White,235,372000
7974,kolkata,Diesel,Sedan,67793,Manual,1,Hyundai Verna,2017,Silver,480,600000
7975,kolkata,Diesel,Hatchback,48548,Manual,1,Tata Tiago,2017,White,242,311000
7976,kolkata,Diesel,Sedan,150000,Manual,1,Ford Fiesta Classic,2013,Others,430,200000
7977,kolkata,Petrol,Hatchback,46559,Manual,1,Maruti A-Star,2010,Blue,361,162000
7978,kolkata,Petrol,SUV,93177,Manual,1,Hyundai Creta,2015,Blue,400,527000
7979,kolkata,Diesel,Sedan,60000,Automatic,3,Hyundai Elantra,2017,Others,420,800000
7980,kolkata,Diesel,SUV,60001,Automatic,1,Mercedes-Benz GLC,2017,Brown,550,2750000
7981,kolkata,Petrol,Hatchback,45000,Manual,1,Maruti Swift,2014,Grey,232,299000
7982,kolkata,Petrol,Sedan,10000,Automatic,1,Hyundai Aura,2022,Red,361,725000
7983,kolkata,Petrol,Sedan,40000,Manual,3,Hyundai Verna,2018,Black,480,600000
7984,kolkata,Diesel,Sedan,38506,Automatic,1,Hyundai Verna,2019,Grey,480,900000
7985,kolkata,Petrol,Sedan,60000,Manual,1,Honda Amaze,2015,Others,400,275000
7986,kolkata,Petrol,Hatchback,10000,Automatic,1,Renault KWID,2021,Brown,279,480000
7987,kolkata,Petrol,Hatchback,50000,Manual,1,Hyundai i10,2008,Silver,225,130000
7988,kolkata,Petrol,Hatchback,28000,Manual,1,Maruti Celerio,2017,Red,235,325000
7989,kolkata,Petrol,Hatchback,49342,Manual,2,Hyundai i10,2011,Red,361,157000
7990,kolkata,Petrol,Hatchback,76725,Manual,2,Hyundai i10,2010,Red,361,177000
7991,kolkata,Petrol,Hatchback,80000,Manual,2,Maruti A-Star,2009,Others,361,100000
7992,kolkata,Diesel,SUV,83234,Manual,1,Tata Nexon,2018,Red,350,509999
7993,kolkata,Petrol,SUV,9595,Manual,1,Renault Kiger,2021,White,405,712000
7994,kolkata,Petrol,Hatchback,30000,Manual,1,Maruti Baleno,2018,Others,339,500000
7995,kolkata,Petrol,SUV,6948,Manual,1,Renault Kiger,2021,Blue,405,811000
7996,kolkata,Petrol,SUV,45000,Manual,1,Ford Ecosport,2015,White,346,425000
7997,kolkata,Petrol,Hatchback,9943,Automatic,1,Hyundai Grand i10 Nios,2022,Blue,361,694000
7998,kolkata,Petrol,Hatchback,31062,Manual,3,Maruti Alto 800,2013,Grey,177,170000
7999,kolkata,Petrol,Hatchback,40000,Manual,2,Renault KWID,2017,Others,300,254999
8000,kolkata,Petrol,Hatchback,57000,Manual,2,Hyundai i10,2010,Golden,361,185000
8001,kolkata,Diesel,Sedan,60000,Automatic,1,Chevrolet Cruze,2011,Black,361,350000
8002,kolkata,Petrol,SUV,23000,Manual,1,Hyundai Creta,2019,White,400,1025000
8003,kolkata,Diesel,Hatchback,50000,Manual,1,Hyundai Grand i10,2018,Others,256,430000
8004,kolkata,Petrol,Sedan,30000,Automatic,2,Honda City,2020,Others,510,850000
8005,kolkata,Diesel,SUV,55000,Manual,1,Mahindra XUV500,2018,Silver,720,1049000
8006,kolkata,Petrol,Hatchback,20000,Manual,1,Hyundai i20,2021,Others,311,900000
8007,kolkata,Petrol,Hatchback,50000,Manual,1,Toyota Etios Liva,2015,Others,251,300000
8008,kolkata,Diesel,Sedan,46940,Manual,1,Honda Amaze,2016,Brown,420,392000
8009,kolkata,Petrol,Hatchback,12315,Manual,1,Maruti Wagon R,2022,Silver,341,578000
8010,kolkata,Petrol,Hatchback,15584,Manual,1,Maruti Alto 800,2013,Silver,177,210000
8011,kolkata,Diesel,Sedan,64400,Manual,1,Honda City,2014,Maroon,510,409999
8012,kolkata,Petrol,Hatchback,13067,Automatic,1,Maruti Swift,2018,Orange,268,616000
8013,kolkata,Petrol,Hatchback,15264,Manual,1,Maruti Alto 800,2021,Silver,361,332000
8014,kolkata,Diesel,SUV,11853,Automatic,1,Kia Seltos,2022,Green,433,1825000
8015,kolkata,Petrol,Hatchback,7843,Manual,1,Maruti Alto K10,2019,Grey,177,379000
8016,kolkata,Petrol,Hatchback,2501,Automatic,1,Hyundai i20,2021,Blue,311,850000
8017,kolkata,Petrol,Hatchback,9285,Manual,1,Maruti Alto 800,2022,Grey,361,379000
8018,kolkata,Petrol,Hatchback,51215,Manual,1,Maruti Alto 800,2014,Blue,177,210000
8019,kolkata,Diesel,SUV,23400,Automatic,1,Mahindra Scorpio N,2022,Black,361,2299000
8020,kolkata,Petrol,SUV,11000,Manual,1,Kia Seltos,2021,Grey,433,1350000
8021,kolkata,Diesel,SUV,10000,Manual,1,Mahindra XUV500,2021,White,361,1450000
8022,kolkata,Petrol,SUV,40000,Manual,1,Hyundai Venue,2021,Others,350,650000
8023,kolkata,Petrol,MUV,25000,Manual,1,Honda Mobilio,2014,White,223,400000
8024,kolkata,Diesel,SUV,55000,Manual,1,Mahindra Scorpio,2021,White,361,1270000
8025,kolkata,Petrol,Hatchback,80000,Manual,4,Maruti Swift,2010,Others,232,165000
8026,kolkata,Petrol,SUV,8126,Manual,1,Hyundai Venue,2021,Blue,350,969999
8027,kolkata,Petrol,Hatchback,42000,Automatic,1,Maruti Wagon R,2016,Silver,180,330000
8028,kolkata,Diesel,Sedan,32000,Manual,2,Maruti Swift Dzire,2013,Grey,320,370000
8029,kolkata,Petrol,Hatchback,11736,Manual,1,Maruti Alto 800,2019,Grey,177,308000
8030,kolkata,Petrol,Hatchback,21679,Manual,1,Hyundai i10,2014,Silver,361,285000
8031,kolkata,Diesel,SUV,39000,Manual,1,Maruti Vitara Brezza,2017,White,328,700000
8032,kolkata,Petrol,Hatchback,11333,Manual,1,Maruti Alto 800,2021,Grey,361,367000
8033,kolkata,Petrol,Hatchback,13440,Manual,1,Maruti Alto 800,2019,Blue,361,319000
8034,kolkata,Diesel,Sedan,46900,Automatic,2,Skoda Superb,2019,White,625,1695000
8035,kolkata,Cng,Hatchback,18930,Manual,1,Maruti Wagon R,2020,Silver,341,499000
8036,kolkata,Diesel,SUV,80000,Manual,1,Mahindra XUV500,2018,White,720,1000000
8037,kolkata,Cng,Hatchback,17851,Manual,1,Maruti Wagon R,2020,White,341,470000
8038,kolkata,Petrol,Hatchback,22392,Manual,1,Maruti Alto 800,2021,Blue,361,340000
8039,kolkata,Petrol,MUV,29017,Manual,1,Kia Carens,2022,Dark Blue,361,1450000
8040,kolkata,Petrol,SUV,9000,Manual,1,Jeep Compass,2021,White,408,1595000
8041,kolkata,Petrol,Hatchback,30000,Manual,1,Maruti Zen,2003,Others,361,50000
8042,kolkata,Petrol,Hatchback,10000,Manual,1,Hyundai EON,2017,Others,215,270000
8043,kolkata,Petrol,SUV,30559,Manual,1,Hyundai Venue,2021,Red,350,875000
8044,kolkata,Diesel,SUV,60000,Automatic,2,Hyundai Creta,2018,Others,400,850000
8045,kolkata,Petrol,Sedan,50000,Manual,1,Ford Aspire,2016,Others,359,300000
8046,kolkata,Petrol,Hatchback,20000,Manual,1,Hyundai i20,2012,Others,361,250000
8047,kolkata,Petrol,Hatchback,10000,Automatic,1,Renault KWID,2022,Blue,279,540000
8048,kolkata,Petrol,Hatchback,19830,Manual,1,Toyota Etios Cross,2014,White,251,330000
