,city,fuel_type,body_type,km_driven,transmission,ownerno,model,modelyear,color,price
6189,kolkata,Diesel,SUV,74444,Manual,1,Maruti Vitara Brezza,2017,Others,643000
6190,kolkata,Petrol,Hatchback,120000,Manual,1,Skoda Fabia,2011,Others,200000
6191,kolkata,Petrol,Hatchback,11768,Manual,1,Maruti S-Presso,2020,Others,411000
6192,kolkata,Petrol,Hatchback,19715,Manual,2,Renault KWID,2020,Blue,384000
6193,kolkata,Petrol,SUV,54581,Manual,1,Honda WR-V,2018,Brown,500000
6194,kolkata,Diesel,Sedan,34000,Automatic,1,Audi A6,2014,Grey,1475000
6195,kolkata,Petrol,Hatchback,50000,Manual,2,Hyundai i20,2016,Others,500000
6196,kolkata,Petrol,Hatchback,40000,Manual,2,Volkswagen Polo,2014,Others,360000
6197,kolkata,Diesel,MUV,120000,Manual,1,Chevrolet Tavera,2011,White,350000
6198,kolkata,Diesel,SUV,68000,Automatic,1,BMW X3,2012,Black,1199000
6199,kolkata,Diesel,Sedan,70000,Manual,2,Tata Manza,2014,Others,220000
6200,kolkata,Petrol,Sedan,70179,Manual,1,Tata Tigor,2021,White,518000
6201,kolkata,Petrol,Hatchback,54501,Manual,1,Maruti A-Star,2010,Green,141000
6202,kolkata,Diesel,SUV,20000,Manual,1,Renault Captur,2018,Others,800000
6203,kolkata,Petrol,Hatchback,28651,Manual,1,Maruti Alto 800,2016,Others,227000
6204,kolkata,Petrol,Sedan,64787,Manual,2,Honda City,2014,White,372000
6205,kolkata,Diesel,SUV,138726,Manual,1,Toyota Fortuner,2014,Grey,1300000
6206,kolkata,Petrol,Hatchback,24147,Manual,1,Maruti Wagon R,2019,Silver,437000
6207,kolkata,Petrol,Sedan,65000,Automatic,1,Toyota Corolla Altis,2017,White,950000
6208,kolkata,Petrol,Sedan,79513,Manual,1,Honda City,2015,Silver,421000
6209,kolkata,Petrol,Hatchback,87845,Manual,1,Hyundai i20,2010,Black,193000
6210,kolkata,Petrol,MUV,20000,Manual,1,Maruti Ertiga,2015,Others,750000
6211,kolkata,Petrol,Sedan,55000,Manual,1,Volkswagen Jetta,2015,Silver,599000
6212,kolkata,Petrol,Hatchback,60000,Manual,2,Mahindra KUV 100 NXT,2020,White,470000
6213,kolkata,Petrol,Hatchback,47183,Manual,1,Honda Brio,2014,Silver,335000
6214,kolkata,Diesel,MUV,150000,Manual,1,Toyota Innova,2015,Others,1050000
6215,kolkata,Diesel,Sedan,54600,Manual,1,Hyundai Elantra,2017,Black,843000
6216,kolkata,Petrol,Hatchback,20000,Manual,1,Hyundai Santro Xing,2007,Others,50000
6217,kolkata,Petrol,MUV,4000,Manual,1,Renault Triber,2022,Silver,650000
6218,kolkata,Petrol,Sedan,70000,Manual,1,Chevrolet Sail,2015,White,180000
6219,kolkata,Petrol,SUV,29882,Manual,1,Maruti Vitara Brezza,2021,Silver,673000
6220,kolkata,Petrol,Hatchback,55314,Manual,1,Toyota Etios Liva,2011,Red,198000
6221,kolkata,Diesel,Sedan,69000,Manual,1,Hyundai Verna,2013,Black,250000
6222,kolkata,Petrol,Sedan,41565,Manual,2,Maruti Swift Dzire,2015,Blue,338000
6223,kolkata,Petrol,Hatchback,46624,Manual,2,Hyundai i20,2011,Silver,198000
6224,kolkata,Diesel,SUV,56312,Automatic,1,Kia Seltos,2021,Black,1400000
6225,kolkata,Petrol,Hatchback,22950,Manual,1,Maruti Alto 800,2019,Red,283000
6226,kolkata,Petrol,Hatchback,42000,Manual,2,Hyundai i10,2014,Red,214000
6227,kolkata,Petrol,Hatchback,26135,Manual,1,Hyundai EON,2014,Blue,215000
6228,kolkata,Petrol,Hatchback,20913,Manual,1,Volkswagen Polo,2020,Red,749000
6229,kolkata,Petrol,Hatchback,14000,Manual,2,Hyundai EON,2013,Blue,185000
6230,kolkata,Petrol,Hatchback,3000,Manual,1,Maruti S-Presso,2020,Grey,421000
6231,kolkata,Diesel,Hatchback,52002,Manual,1,Maruti Baleno,2018,Red,465000
6232,kolkata,Petrol,Hatchback,60000,Manual,2,Hyundai i20,2010,Others,200000
6233,kolkata,Diesel,SUV,50000,Manual,1,Kia Seltos,2021,Grey,1321000
6234,kolkata,Petrol,Sedan,59000,Manual,1,Toyota Corolla Altis,2014,White,450000
6235,kolkata,Diesel,SUV,15000,Manual,1,Kia Sonet,2022,White,1199000
6236,kolkata,Petrol,Hatchback,22393,Manual,2,Hyundai EON,2014,White,210000
6237,kolkata,Diesel,Sedan,53483,Manual,1,Honda Amaze,2016,G Brown,345000
6238,kolkata,Petrol,Sedan,49000,Automatic,1,Honda New Accord,2011,Grey,421000
6239,kolkata,Petrol,Hatchback,38420,Manual,1,Maruti Alto K10,2011,Others,171000
6240,kolkata,Petrol,Hatchback,60585,Manual,1,Hyundai i10,2010,Red,172000
6241,kolkata,Diesel,Sedan,37243,Automatic,1,Skoda Rapid,2019,White,794000
6242,kolkata,Petrol,SUV,25796,Manual,1,Toyota Urban cruiser,2022,Silver,881000
6243,kolkata,Diesel,MUV,34000,Manual,1,Toyota Innova Crysta,2018,Purple,1735000
6244,kolkata,Petrol,SUV,29717,Automatic,1,Hyundai Venue,2019,Others,852999
6245,kolkata,Petrol,Hatchback,42000,Manual,1,Nissan Micra Active,2018,Silver,325000
6246,kolkata,Petrol,Hatchback,24425,Manual,1,Maruti Wagon R Stingray,2014,Red,284000
6247,kolkata,Petrol,Sedan,14323,Automatic,1,Skoda Rapid,2020,Blue,936000
6248,kolkata,Diesel,SUV,9700,Manual,1,Mahindra TUV 300,2019,Silver,800000
6249,kolkata,Petrol,Sedan,50000,Manual,2,Hyundai Verna,2011,Red,250000
6250,kolkata,Petrol,Sedan,51097,Automatic,1,Honda City,2017,Brown,650000
6251,kolkata,Petrol,Hatchback,60000,Manual,2,Hyundai i10,2010,Others,165000
6252,kolkata,Petrol,Sedan,23684,Manual,1,Maruti Swift Dzire,2022,Brown,850000
6253,kolkata,Petrol,Hatchback,40000,Manual,1,Hyundai i10,2009,Others,161000
6254,kolkata,Petrol,SUV,39000,Manual,1,Honda BR-V,2018,Green,795000
6255,kolkata,Petrol,MUV,40000,Manual,1,Maruti Ertiga,2020,Others,900000
6256,kolkata,Petrol,Sedan,51000,Manual,2,Hyundai Verna,2014,White,361000
6257,kolkata,Petrol,Hatchback,10143,Manual,1,Maruti Wagon R,2021,Orange,509999
6258,kolkata,Petrol,Hatchback,53657,Manual,2,Maruti S-Presso,2019,Orange,415000
6259,kolkata,Petrol,Hatchback,88532,Manual,1,Maruti Celerio,2014,Blue,266000
6260,kolkata,Petrol,Hatchback,60000,Manual,1,Maruti Wagon R,2013,Gray,150000
6261,kolkata,Petrol,SUV,12059,Manual,1,Skoda Kushaq,2021,White,1375000
6262,kolkata,Petrol,Hatchback,10000,Manual,1,Tata Tiago,2021,Others,520000
6263,kolkata,Diesel,SUV,47000,Manual,1,Mahindra Scorpio,2018,White,925000
6264,kolkata,Diesel,SUV,20000,Manual,1,Renault Duster,2018,Red,650000
6265,kolkata,Petrol,Sedan,37000,Manual,1,Maruti Swift Dzire,2013,Golden,285000
6266,kolkata,Petrol,Hatchback,9520,Manual,1,Hyundai Grand i10 Nios,2022,Red,728000
6267,kolkata,Petrol,Sedan,100000,Manual,1,Chevrolet Sail,2016,Silver,210000
6268,kolkata,Cng,Hatchback,22577,Manual,1,Hyundai Santro,2022,Grey,535000
6269,kolkata,Petrol,Hatchback,9902,Manual,1,Hyundai i20,2021,Blue,824000
6270,kolkata,Petrol,SUV,70000,Manual,1,Ford Ecosport,2016,Others,500000
6271,kolkata,Petrol,Hatchback,20101,Manual,1,Hyundai Grand i10,2020,Silver,526000
6272,kolkata,Petrol,Hatchback,120000,Manual,1,Skoda Fabia,2011,Others,180000
6273,kolkata,Petrol,SUV,15258,Manual,1,Tata Nexon,2021,Orange,969999
6274,kolkata,Petrol,SUV,36397,Automatic,1,Hyundai Venue,2020,White,951000
6275,kolkata,Petrol,Hatchback,120000,Manual,1,Skoda Fabia,2011,Others,180000
6276,kolkata,Diesel,Sedan,52000,Automatic,1,BMW 3 Series,2012,Blue,975000
6277,kolkata,Petrol,Sedan,70000,Automatic,1,Honda City,2017,Black,750000
6278,kolkata,Petrol,SUV,23303,Manual,2,Hyundai Creta,2019,Red,930000
6279,kolkata,Petrol,SUV,30000,Automatic,2,MG Hector,2020,Others,1499000
6280,kolkata,Diesel,SUV,70000,Manual,2,Mahindra XUV500,2017,White,850000
6281,kolkata,Petrol,SUV,50000,Manual,2,Hyundai Creta,2019,Others,1019999
6282,kolkata,Petrol,Hatchback,11326,Manual,1,Maruti Swift,2019,Grey,614000
6283,kolkata,Petrol,Hatchback,23609,Manual,1,Maruti Swift,2020,Silver,630000
6284,kolkata,Petrol,Hatchback,30000,Manual,2,Maruti Celerio,2016,Others,320000
6285,kolkata,Petrol,Hatchback,60533,Manual,1,Hyundai Santro Xing,2014,Red,241000
6286,kolkata,Petrol,Sedan,46328,Manual,1,Maruti Ciaz,2016,Silver,513000
6287,kolkata,Petrol,SUV,60000,Automatic,1,MG Hector Plus,2020,Others,1550000
6288,kolkata,Petrol,SUV,31745,Automatic,1,Hyundai Venue,2019,White,1006000
6289,kolkata,Diesel,SUV,78668,Automatic,3,Toyota Fortuner,2012,Golden,1075000
6290,kolkata,Petrol,SUV,3115,Manual,1,Renault Kiger,2021,Blue,718000
6291,kolkata,Petrol,Hatchback,8940,Automatic,1,Maruti Celerio,2022,Silver,635000
6292,kolkata,Petrol,Hatchback,10000,Manual,1,Hyundai Grand i10,2015,Others,475000
6293,kolkata,Petrol,Sedan,40000,Manual,3,Hyundai Xcent,2014,Others,305000
6294,kolkata,Petrol,Sedan,45652,Manual,1,Honda City,2018,Golden Brown,755000
6295,kolkata,Petrol,Sedan,30000,Manual,1,Maruti Ciaz,2019,Others,800000
6296,kolkata,Petrol,Hatchback,30000,Manual,1,Hyundai Grand i10,2017,Others,450000
6297,kolkata,Petrol,Hatchback,70000,Manual,1,Hyundai i20,2011,Others,290000
6298,kolkata,Petrol,Hatchback,17200,Manual,1,Maruti Swift,2019,Red,580000
6299,kolkata,Petrol,Sedan,18255,Manual,1,Honda City,2015,Golden Brown,600000
6300,kolkata,Petrol,Sedan,80000,Manual,2,Toyota Corolla Altis,2015,Others,595000
6301,kolkata,Petrol,Hatchback,6398,Manual,1,Maruti Celerio,2022,Red,546000
6302,kolkata,Petrol,Hatchback,45739,Automatic,1,Hyundai Grand i10 Nios,2020,Silver,588000
6303,kolkata,Petrol,SUV,35254,Manual,1,Honda BR-V,2016,Silver,499000
6304,kolkata,Petrol,Sedan,41334,Manual,1,Toyota Yaris,2018,Red,623000
6305,kolkata,Petrol,Hatchback,51463,Manual,1,Honda Brio,2014,Black,300000
6306,kolkata,Petrol,Hatchback,29478,Manual,1,Maruti Alto 800,2019,Silver,338000
6307,kolkata,Diesel,MUV,85101,Manual,1,Toyota Innova Crysta,2019,Parpel,1750000
6308,kolkata,Petrol,Hatchback,6903,Manual,1,Maruti S-Presso,2022,Red,443000
6309,kolkata,Petrol,Hatchback,57602,Manual,2,Hyundai i10,2013,Red,213000
6310,kolkata,Petrol,Hatchback,10000,Manual,1,Maruti Alto 800,2015,Maroon,234000
6311,kolkata,Petrol,Hatchback,50000,Manual,1,Hyundai i10,2009,Others,140000
6312,kolkata,Petrol,Hatchback,18000,Automatic,1,Maruti Baleno,2018,Red,534000
6313,kolkata,Petrol,Hatchback,32000,Automatic,1,Maruti Wagon R,2018,Blue,380000
6314,kolkata,Diesel,SUV,42000,Manual,1,Ford Ecosport,2018,White,565000
6315,kolkata,Petrol,Sedan,45000,Manual,1,Honda City,2014,White,381000
6316,kolkata,Petrol,Sedan,29000,Automatic,1,Honda City,2018,Brown,749000
6317,kolkata,Petrol,MUV,19675,Manual,2,Maruti Ertiga,2012,Silver,426000
6318,kolkata,Petrol,Hatchback,20378,Automatic,1,Hyundai i20,2021,Blue,877000
6319,kolkata,Petrol,SUV,10000,Automatic,1,Skoda Kushaq,2022,Gray,1400000
6320,kolkata,Petrol,Hatchback,33683,Manual,1,Hyundai i10,2015,Red,335000
6321,kolkata,Petrol,Hatchback,18518,Manual,1,Maruti S-Presso,2021,Grey,413999
6322,kolkata,Petrol,Hatchback,36000,Manual,1,Maruti Wagon R,2016,Silver,321000
6323,kolkata,Petrol,Hatchback,30791,Manual,2,Maruti Alto K10,2019,Grey,323000
6324,kolkata,Petrol,MUV,18000,Manual,1,Maruti Ertiga,2021,Golden,925000
6325,kolkata,Petrol,Hatchback,14447,Manual,1,Maruti Alto 800,2020,Red,345000
6326,kolkata,Petrol,Hatchback,19991,Manual,2,Hyundai Grand i10,2019,Red,454000
6327,kolkata,Petrol,Hatchback,24000,Manual,1,Hyundai EON,2016,Blue,259000
6328,kolkata,Diesel,SUV,41000,Manual,1,Mahindra Bolero,2019,White,675000
6329,kolkata,Diesel,SUV,45000,Manual,1,Audi Q3,2015,Black,1095000
6330,kolkata,Petrol,Hatchback,35444,Manual,1,Hyundai Grand i10,2013,White,325000
6331,kolkata,Petrol,Hatchback,35000,Manual,1,Hyundai Grand i10,2017,Grey,415000
6332,kolkata,Diesel,MUV,40000,Manual,1,Toyota Innova Crysta,2019,Red,1695000
6333,kolkata,Diesel,Hatchback,49040,Manual,1,Hyundai Grand i10,2016,Red,365000
6334,kolkata,Petrol,Hatchback,40000,Manual,2,Maruti Alto,2007,Others,98000
6335,kolkata,Petrol,Hatchback,49546,Manual,1,Maruti Alto K10,2019,Grey,333000
6336,kolkata,Petrol,Sedan,38698,Manual,1,Maruti Swift Dzire,2014,Brown,405999
6337,kolkata,Petrol,Sedan,32814,Manual,1,Honda City,2018,Brown,675000
6338,kolkata,Petrol,Sedan,14642,Manual,1,Hyundai Xcent,2015,Blue,329000
6339,kolkata,Petrol,Hatchback,33429,Manual,1,Maruti Alto 800,2017,Red,279000
6340,kolkata,Petrol,Sedan,36448,Manual,2,Hyundai Sonata,2012,White,299000
6341,kolkata,Petrol,Hatchback,30739,Manual,1,Hyundai Grand i10 Nios,2022,Blue,622000
6342,kolkata,Petrol,Hatchback,21300,Manual,1,Hyundai i20,2021,Grey,798000
6343,kolkata,Petrol,Hatchback,13463,Manual,1,Hyundai Grand i10 Nios,2020,Blue,618000
6344,kolkata,Petrol,Hatchback,15477,Automatic,1,Maruti S-Presso,2019,Grey,430999
6345,kolkata,Petrol,Hatchback,33000,Automatic,1,Maruti Wagon R,2018,Blue,415000
6346,kolkata,Petrol,Hatchback,50000,Manual,2,Hyundai i10,2010,Others,180000
6347,kolkata,Diesel,SUV,28895,Automatic,1,Hyundai Alcazar,2021,White,1675000
6348,kolkata,Petrol,Hatchback,10000,Manual,1,Maruti Baleno,2019,Others,620000
6349,kolkata,Diesel,Sedan,50000,Manual,1,Volkswagen Vento,2015,Others,380000
6350,kolkata,Diesel,SUV,70000,Automatic,2,Mahindra XUV500,2016,Silver,840000
6351,kolkata,Diesel,SUV,10711,Manual,1,Mahindra Thar,2023,Black,1550000
6352,kolkata,Petrol,MUV,90000,Manual,1,Maruti Ertiga,2018,Others,600000
6353,kolkata,Petrol,SUV,19712,Manual,1,Hyundai Venue,2020,White,868000
6354,kolkata,Petrol,Sedan,31772,Automatic,1,Honda City,2019,Grey,917000
6355,kolkata,Diesel,Sedan,150000,Manual,1,Ambassador,2013,Yellow,100000
6356,kolkata,Petrol,Sedan,31055,Manual,1,Hyundai Verna,2019,Black,867000
6357,kolkata,Petrol,SUV,25695,Manual,1,Renault Duster,2021,Blue,827000
6358,kolkata,Petrol,Hatchback,20000,Manual,1,Maruti S-Presso,2021,White,420000
6359,kolkata,Diesel,SUV,24181,Manual,1,Mahindra XUV300,2019,Red,942000
6360,kolkata,Diesel,SUV,70000,Automatic,1,Kia Seltos,2020,Others,1300000
6361,kolkata,Petrol,SUV,42970,Manual,1,Renault Duster,2020,Silver,803999
6362,kolkata,Petrol,Hatchback,12541,Manual,2,Maruti Alto,2012,Red,179000
6363,kolkata,Petrol,Hatchback,10000,Manual,1,Hyundai i20,2019,Others,550000
6364,kolkata,Petrol,Hatchback,10000,Manual,2,Hyundai Grand i10 Nios,2021,Others,650000
6365,kolkata,Petrol,Sedan,49817,Manual,1,Honda City,2015,Golden Brown,449000
6366,kolkata,Petrol,Hatchback,10000,Manual,2,Hyundai Grand i10 Nios,2021,Others,650000
6367,kolkata,Petrol,Hatchback,30000,Manual,2,Renault KWID,2016,Others,250000
6368,kolkata,Petrol,SUV,10000,Manual,2,Tata Nexon,2022,Others,821000
6369,kolkata,Diesel,Hatchback,20000,Manual,1,Hyundai Grand i10,2013,Others,300000
6370,kolkata,Petrol,MUV,10000,Manual,2,Maruti XL6,2021,Others,950000
6371,kolkata,Diesel,SUV,80000,Manual,2,Mahindra XUV500,2015,Others,700000
6372,kolkata,Diesel,Sedan,70000,Manual,2,Hyundai Xcent,2014,Others,280000
6373,kolkata,Petrol,Hatchback,6347,Manual,1,Maruti Swift,2020,Blue,663000
6374,kolkata,Petrol,Hatchback,19437,Automatic,2,Maruti Ignis,2019,White,559000
6375,kolkata,Diesel,Hatchback,61262,Manual,1,Maruti Swift,2019,White,500000
6376,kolkata,Petrol,SUV,6059,Manual,1,Tata Nexon,2021,Blue,934000
6377,kolkata,Diesel,Hatchback,9134,Manual,1,Tata Altroz,2022,Black,914000
6378,kolkata,Petrol,Hatchback,23092,Manual,1,Maruti Baleno,2022,Grey,840000
6379,kolkata,Diesel,Hatchback,33937,Manual,1,Tata Altroz,2020,Red,684000
6380,kolkata,Petrol,Sedan,20000,Manual,1,Maruti Ciaz,2015,White,524000
6381,kolkata,Petrol,Hatchback,49134,Manual,1,Toyota Etios Liva,2017,Grey,442000
6382,kolkata,Petrol,Hatchback,71900,Manual,2,Maruti Ritz,2010,Blue,192000
6383,kolkata,Petrol,Hatchback,20000,Manual,1,Maruti Wagon R,2020,Others,580000
6384,kolkata,Petrol,Sedan,10000,Automatic,1,Honda Amaze,2021,Others,828999
6385,kolkata,Petrol,Hatchback,10000,Manual,2,Hyundai i20,2019,Blue,600000
6386,kolkata,Petrol,Sedan,48384,Manual,1,Honda City,2019,White,775000
6387,kolkata,Petrol,SUV,32000,Automatic,1,MG Hector,2019,White,1365000
6388,kolkata,Petrol,Sedan,20000,Manual,1,Skoda Rapid,2020,Others,850000
6389,kolkata,Petrol,Sedan,56023,Manual,1,Toyota Etios,2015,White,434999
6390,kolkata,Diesel,Sedan,60840,Manual,2,Hyundai Elantra,2019,Black,956000
6391,kolkata,Petrol,Hatchback,18984,Automatic,1,Nissan Micra,2017,Blue,430999
6392,kolkata,Petrol,MUV,50000,Manual,1,Maruti Ertiga,2014,Others,575000
6393,kolkata,Diesel,Sedan,115173,Manual,1,Tata Zest,2017,Silver,432000
6394,kolkata,Petrol,Hatchback,26251,Manual,1,Maruti Alto K10,2014,Red,254999
6395,kolkata,Diesel,SUV,35700,Automatic,2,Mercedes-Benz GLA Class,2015,Silver,1675000
6396,kolkata,Petrol,Hatchback,6230,Automatic,2,Maruti S-Presso,2021,Silver,479000
6397,kolkata,Petrol,SUV,30000,Manual,1,Tata Nexon,2020,Others,763000
6398,kolkata,Petrol,Sedan,25228,Automatic,1,Honda Amaze,2022,Grey,846000
6399,kolkata,Petrol,SUV,46717,Manual,1,Hyundai Creta,2019,Black,999000
6400,kolkata,Petrol,Hatchback,20000,Manual,1,Hyundai i10,2013,Others,280000
6401,kolkata,Petrol,MUV,120000,Automatic,1,Maruti Ertiga,2018,Others,775000
6402,kolkata,Diesel,Sedan,65000,Manual,1,Skoda Rapid,2014,Golden,350000
6403,kolkata,Petrol,Sedan,91000,Manual,1,Honda Amaze,2018,Brown,445000
6404,kolkata,Petrol,Hatchback,45000,Manual,1,Hyundai i20 Active,2017,White,500000
6405,kolkata,Petrol,Sedan,30000,Manual,1,Maruti Ciaz,2019,Others,825000
6406,kolkata,Petrol,Hatchback,60000,Manual,1,Maruti Baleno,2017,Others,509999
6407,kolkata,Petrol,Sedan,56000,Manual,1,Toyota Etios,2014,Silver,325000
6408,kolkata,Petrol,Sedan,54419,Manual,1,Hyundai Verna,2016,Grey,500000
6409,kolkata,Petrol,MUV,22746,Automatic,1,Renault Triber,2020,Blue,640000
6410,kolkata,Petrol,Hatchback,5385,Manual,1,Maruti Alto 800,2020,Grey,334000
6411,kolkata,Diesel,Sedan,40375,Automatic,1,Audi A6,2014,Red,1250000
6412,kolkata,Petrol,Hatchback,10837,Automatic,1,Hyundai i20,2020,Red,774000
6413,kolkata,Petrol,Hatchback,4521,Manual,1,Maruti Alto 800,2020,Red,326000
6414,kolkata,Petrol,Sedan,6805,Manual,1,Maruti Swift Dzire,2021,Red,634000
6415,kolkata,Diesel,Sedan,47000,Automatic,1,Mercedes-Benz C-Class,2011,Golden,825000
6416,kolkata,Petrol,Hatchback,23733,Automatic,1,Maruti S-Presso,2021,Orange,458000
6417,kolkata,Petrol,Hatchback,9473,Manual,1,Maruti S-Presso,2021,Red,413999
6418,kolkata,Diesel,SUV,150000,Manual,1,Renault Duster,2013,Brown,310000
6419,kolkata,Petrol,Sedan,70000,Automatic,2,Hyundai Xcent,2015,Others,450000
6420,kolkata,Petrol,Sedan,89398,Automatic,3,Honda New Accord,2008,Golden,500000
6421,kolkata,Petrol,Sedan,50000,Manual,1,Hyundai Verna,2018,Others,900000
6422,kolkata,Petrol,Sedan,70000,Automatic,3,Toyota Camry,2014,White,1200000
6423,kolkata,Diesel,SUV,37000,Manual,1,Mahindra TUV 300,2017,Silver,400000
6424,kolkata,Petrol,Hatchback,42000,Manual,2,Ford Figo,2011,Green,149000
6425,kolkata,Petrol,Hatchback,19392,Automatic,1,Maruti Alto K10,2016,Red,324000
6426,kolkata,Petrol,Hatchback,9522,Manual,1,Maruti Alto 800,2021,Blue,356000
6427,kolkata,Petrol,Sedan,28880,Manual,1,Honda Amaze,2014,Grey,295000
6428,kolkata,Petrol,Hatchback,19003,Manual,1,Chevrolet Beat,2016,Red,229999
6429,kolkata,Petrol,Hatchback,28329,Manual,1,Maruti Alto 800,2016,Blue,268000
6430,kolkata,Petrol,Hatchback,9326,Manual,1,Hyundai i20,2022,Red,690000
6431,kolkata,Petrol,Hatchback,47584,Manual,1,Maruti Swift,2020,Grey,549000
6432,kolkata,Petrol,SUV,10000,Manual,2,Kia Seltos,2022,White,1600000
6433,kolkata,Petrol,Hatchback,24021,Manual,1,Hyundai Grand i10,2019,Blue,487000
6434,kolkata,Petrol,Hatchback,44094,Manual,2,Maruti Alto K10,2019,Silver,302000
6435,kolkata,Diesel,SUV,45107,Automatic,1,Jeep Compass,2020,Black,1750000
6436,kolkata,Petrol,Sedan,9470,Automatic,1,Maruti Swift Dzire,2015,Grey,425000
6437,kolkata,Diesel,MUV,125000,Manual,1,Toyota Innova,2007,Black,284000
6438,kolkata,Petrol,Hatchback,7000,Manual,1,Maruti S-Presso,2021,Orange,430000
6439,kolkata,Diesel,Hatchback,73000,Manual,1,Maruti Baleno,2018,Red,445000
6440,kolkata,Petrol,SUV,11000,Manual,1,Maruti Brezza,2022,Silver,1199000
6441,kolkata,Petrol,Hatchback,30000,Manual,1,Hyundai i10,2010,Others,170000
6442,kolkata,Diesel,SUV,35500,Manual,1,Nissan Terrano,2013,Grey,350000
6443,kolkata,Petrol,Hatchback,10000,Automatic,1,Maruti Swift,2019,Others,525000
6444,kolkata,Diesel,Hatchback,43000,Manual,2,Hyundai Grand i10,2017,White,385000
6445,kolkata,Cng,Hatchback,34144,Manual,1,Maruti Wagon R,2021,Silver,498000
6446,kolkata,Petrol,Hatchback,6669,Manual,1,Hyundai Grand i10 Nios,2021,Blue,625000
6447,kolkata,Petrol,Hatchback,22618,Manual,1,Hyundai Grand i10,2019,Orange,494000
6448,kolkata,Cng,Hatchback,27042,Manual,1,Maruti Wagon R,2019,Blue,462000
6449,kolkata,Petrol,SUV,38224,Manual,1,Hyundai Creta,2016,Black,710000
6450,kolkata,Petrol,Sedan,23379,Automatic,1,Honda City,2018,Silver,889000
6451,kolkata,Petrol,Hatchback,21388,Manual,1,Maruti Alto 800,2019,Red,304000
6452,kolkata,Petrol,Hatchback,23005,Manual,1,Maruti Wagon R,2015,Silver,308000
6453,kolkata,Petrol,Sedan,7308,Automatic,1,Hyundai Elantra,2021,Black,1550000
6454,kolkata,Diesel,Sedan,90000,Automatic,1,BMW 3 Series,2008,Green,500000
6455,kolkata,Petrol,Hatchback,60000,Manual,1,Chevrolet Beat,2013,Others,150000
6456,kolkata,Petrol,Hatchback,60000,Manual,1,Volkswagen Polo,2016,Orange,395000
6457,kolkata,Petrol,SUV,36674,Automatic,1,Kia Seltos,2020,Black,1400000
6458,kolkata,Petrol,Hatchback,20000,Automatic,1,Maruti Wagon R,2019,Others,450000
6459,kolkata,Petrol,Sedan,17153,Manual,1,Maruti Swift Dzire,2018,Grey,495000
6460,kolkata,Diesel,SUV,39000,Manual,1,Mahindra XUV500,2018,White,1078000
6461,kolkata,Petrol,Hatchback,32165,Manual,1,Maruti Wagon R,2020,Orange,459999
6462,kolkata,Petrol,Sedan,27447,Manual,1,Skoda Rapid,2018,Grey,560000
6463,kolkata,Petrol,Hatchback,26305,Manual,1,Maruti Alto 800,2015,Red,259000
6464,kolkata,Petrol,Hatchback,20000,Manual,1,Maruti Alto,2008,Others,130000
6465,kolkata,Petrol,Hatchback,17024,Manual,2,Datsun RediGO,2018,Grey,272000
6466,kolkata,Petrol,Sedan,9243,Automatic,1,Honda City,2020,Red,982000
6467,kolkata,Petrol,Sedan,100000,Manual,1,Skoda Rapid,2017,Silver,425000
6468,kolkata,Petrol,Hatchback,19280,Manual,1,Datsun GO,2017,Blue,297000
6469,kolkata,Petrol,SUV,10000,Manual,1,Hyundai Venue,2019,Others,750000
6470,kolkata,Petrol,Sedan,9646,Manual,1,Maruti Swift Dzire,2021,Grey,658000
6471,kolkata,Petrol,SUV,11344,Manual,1,Maruti SX4 S Cross,2020,Blue,750000
6472,kolkata,Petrol,Hatchback,6000,Manual,0,Renault KWID,2021,Outback Bronze,449000
6473,kolkata,Petrol,Hatchback,80000,Manual,1,Chevrolet Beat,2010,Black,150000
6474,kolkata,Diesel,Hatchback,35000,Manual,2,Hyundai i20,2014,Grey,450000
6475,kolkata,Petrol,MUV,31244,Manual,2,Maruti Ertiga,2015,Golden,565000
6476,kolkata,Petrol,Hatchback,40000,Manual,1,Hyundai Grand i10,2017,Grey,409999
6477,kolkata,Petrol,Hatchback,30000,Manual,2,Chevrolet Beat,2012,Green,170000
6478,kolkata,Diesel,Sedan,60000,Manual,1,Tata Indigo,2012,White,178000
6479,kolkata,Diesel,Sedan,70000,Automatic,1,BMW 5 Series,2010,Silver,894999
6480,kolkata,Petrol,Hatchback,65440,Manual,1,Hyundai EON,2015,Silver,239000
6481,kolkata,Petrol,Hatchback,35884,Manual,1,Tata Altroz,2021,Blue,652000
6482,kolkata,Petrol,Sedan,77500,Manual,1,Toyota Corolla Altis,2015,Golden,550000
6483,kolkata,Petrol,Sedan,59729,Manual,1,Toyota Corolla Altis,2015,Golden,599000
6484,kolkata,Petrol,Hatchback,64854,Manual,1,Maruti Alto 800,2014,Blue,199000
6485,kolkata,Petrol,Sedan,29836,Manual,2,Maruti Swift Dzire,2018,Golden,575000
6486,kolkata,Diesel,Sedan,74094,Manual,1,Ford Aspire,2017,Grey,445000
6487,kolkata,Petrol,Hatchback,11590,Manual,1,Maruti Swift,2021,Blue,620000
6488,kolkata,Petrol,Hatchback,9461,Manual,1,Honda Jazz,2021,Brown,706000
6489,kolkata,Diesel,Sedan,59006,Manual,3,Renault Scala,2014,Silver,363000
6490,kolkata,Diesel,Sedan,150000,Manual,2,Maruti Swift Dzire,2017,Others,492000
